公司	簡稱	年/月	季別	合併(Y/N)	月份	幣別	  現金及約當現金	  透過損益按公允價值衡量之金融資產－流動	  合約資產－流動	  應收帳款及票據	  其他應收款	  資金貸予他人－流動	  存貨	  待出售非流動資產	  當期所得稅資產－流動	流動資產	  按攤銷後成本衡量之金融資產－非流動	  採權益法之長期股權投資	  預付投資款	  不動產廠房及設備	  商譽及無形資產合計	    遞延所得稅資產	    投資性不動產淨額	  其他非流動資產	非流動資產	資產總額	  短期借款	  透過損益按公允價值衡量之金融負債－流動	  合約負債－流動	  應付帳款及票據	  其他應付款	  當期所得稅負債	  與待出售非流動資產直接相關之負債	  一年內到期長期負債	流動負債	  透過損益按公允價值衡量之金融負債－非流動	  應付公司債－非流動	  銀行借款－非流動	  負債準備－非流動	  應計退休金負債	  遞延所得稅	非流動負債	負債總額	  股本	  資本公積合計	    法定盈餘公積	    特別盈餘公積	    未分配盈餘	  保留盈餘	  其他權益	  庫藏股票帳面值	母公司股東權益合計	共同控制下前手權益	合併前非屬共同控制股權	非控制權益	股東權益總額	負債及股東權益總額	營業收入淨額	營業成本	營業毛利	營業費用	  研究發展費	  預期信用減損（損失）利益－營業費用	營業利益	其他收入	其他利益及損失	財務成本	採權益法之關聯企業及合資損益之份額	預期信用減損（損失）利益	除列按攤銷後成本衡量金融資產淨損益	金融資產重分類淨損益	營業外收入及支出－其他	營業外收入及支出	稅前淨利	所得稅費用	繼續營業單位損益	停業單位損益	合併前非屬共同控制股權損益	其他損益調整項－非常項目及累計影響數	合併總損益	其他綜合損益－OCI	本期綜合損益總額	歸屬母公司淨利（損）	歸屬非控制權益淨利（損）	歸屬共同控制下前手權益淨利（損）	綜合損益歸屬母公司	綜合損益歸屬非控制權益	綜合損益歸屬共同控制下前手權益	每股盈餘	加權平均股數	發放特別股股息	稀釋稅後淨利	每股盈餘－完全稀釋	加權平均股數－稀釋	稅前息前淨利	稅前息前折舊前淨利	常續性稅後淨利	期末普通股－現金股利	期末普通股－股票股利	普通股每股現金股利（盈餘及公積）	  普通股每股現金股利－盈餘	  普通股每股現金股利－公積	普通股每股股票股利－盈餘	普通股每股股票股利－公積	資本公積－現金股利	資本公積轉增資－股票股利	  稅前淨利－CFO	  折舊－CFO	  攤提－CFO	來自營運之現金流量	  新增投資－CFI	  出售投資－CFI	  購置不動產廠房設備（含預付）－CFI	  處分不動產廠房設備（含預付）－CFI	投資活動之現金流量	  現金增（減）資－CFF	  支付現金股利－CFF	籌資活動之現金流量	匯率影響數	本期產生現金流量	期初現金及約當現金	期末現金及約當現金	預計稅額扣抵比率	稅額扣抵比率	BS透過損益按公允價值衡量之金融資產－流動(IFRS)	BS持有至到期日金融資產－非流動	BS透過損益按公允價值衡量之金融負債－流動(IFRS)	BS應付建造合約款	BS以成本衡量之金融負債－非流動	ROA(C)稅前息前折舊前	ROA(A)稅後息前	ROA(B)稅後息前折舊前	ROA－綜合損益	ROE(A)－稅後	稅前息前折舊前淨利率	ROE(B)－常續利益	ROE－綜合損益	營業毛利率	已實現銷貨毛利率	營業利益率	稅前淨利率	稅後淨利率	業外收支/營收	常續利益率－稅後	貝里比率	營業資產報酬率	員工人數	營業費用率	用人費用率	研究發展費用率	呆帳費用率	現金流量比率	有息負債利率	稅率(A)	稅率(B)	每股淨值(B)	每股淨值(A)	每股淨值(C)	每股淨值(F)－TSE公告數	常續性EPS	每股現金流量	每股營業額	每股營業利益	每股稅前淨利	每股綜合損益	季底每股稅前淨利	季底每股稅後淨利	營收成長率	營業毛利成長率	已實現銷貨毛利成長率	營業利益成長率	稅前淨利成長率	稅後淨利成長率	經常淨利成長率	常續淨利成長率	總資產成長率	淨值成長率	折舊性FA成長率	總資產報酬成長率	營收變動率	營業利益變動率	淨利變動率（單季）	稅前盈餘變動率	現金流量允當比	現金再投資比	流動比率	速動比率	利息支出率	利息支出率(B)	總負債/總淨值	負債比率	淨值/資產	長期資金適合率(A)	長短期借款	借款依存度	或有負債/淨值	利息保障倍數	內部保留比率	營運資金	股利支付率	存貨及應收帳款/淨值	應收帳款週轉次數	總資產週轉次數	平均收帳天數	存貨週轉率（次）	平均售貨天數	固定資產週轉次數	淨值週轉率（次）	應付帳款付現天數	淨營業週期（日）	季底收款天數	季底售貨天數	自由現金流量(D)	營運槓桿度	財務槓桿度	每人營收	每人營業利益	每人配備率	季底普通股市值	當季季底P/E	當季季底P/B	當季季底PSR	股利殖利率	現金股利率	Tobins Q	Tobins Q (A)	財報發布日	財報類別（1個別2個體3合併）	財報年月起日	財報年月迄日	市場別	交易所主產業代碼	交易所子產業代碼	TEJ主產業代碼	TEJ子產業代碼	財報附註TEJ是否完成Y/N
1102   	亞泥         	201803	1	Y	03	NTD 	    10204539	     6313369	           0	    18760026	     3053929	           0	     7611168	           0	       20221	    54268970	      159727	    66380908	     1973844	    53494908	     4591385	      760333	    35777621	    51464037	   195630899	   249899869	    20089494	           0	      664006	     7540907	      553729	     1099753	           0	     5125291	    50810456	           0	    10000000	    30288540	      609937	      173962	     8134285	    50455950	   101266406	    33614472	     1168705	    15068480	    63001957	    19736252	    97806689	    -3053056	           0	   129536810	           0	           0	    19096653	   148633463	   249899869	    17832747	    14503274	     3329473	      656029	           0	        7927	     2673704	      192063	     -135909	      408162	      729133	           0	           0	           0	           0	      377125	     3050829	      635482	     2415347	           0	           0	           0	     2415347	    -1085322	     1330025	     1897059	      518288	           0	      598981	      731044	           0	        0.60	     3139175	           0	     1897384	        0.60	     3147930	     3458991	     4700543	     2274874	           -	           -	           -	           -	           -	           -	           -	           -	           -	     3050829	     1182983	       58569	      606531	      -14842	           0	     -177294	        6134	     2085597	           0	           0	     -238338	       11257	     2465047	     7739492	    10204539	           -	           -	           -	           -	           -	           -	           -	        1.84	        1.10	        1.45	        0.54	        1.64	       26.36	        1.55	        0.90	       18.67	       18.67	       14.99	       17.11	       13.54	        2.11	       12.76	      507.52	       10.38	        5962	        3.68	        5.74	        0.00	        0.04	        1.19	        0.49	       20.83	       20.83	       38.54	       38.54	       38.54	       38.54	        2.08	        0.19	        5.31	        0.80	        0.97	        0.42	        0.91	        0.56	       37.48	      256.83	      257.19	      504.61	     2428.01	     1556.70	     1556.70	     3319.42	        3.03	        7.41	           -	        0.85	           -	           -	           -	           -	           -	           -	      106.81	       86.37	       14.89	        2.29	       68.13	       40.52	       59.48	      353.16	    81192955	       54.63	        0.00	        8.47	           -	     3458514	           -	       17.74	        3.85	        0.29	       94.47	        8.18	       44.50	        1.33	        0.48	       47.69	       91.28	      150.62	       41.10	    -3664374	           -	           -	        2991	         448	        8973	    95969312	        8.50	        0.74	        1.41	        4.20	        4.20	        0.71	        0.71	2018/05/15  	           3	2018/01     	2018/03     	TSE         	M1100       	M1100       	11A         	11A         	Y
1103   	嘉泥         	201803	1	Y	03	NTD 	     1498081	     1770851	           0	      184311	       68382	      152448	      712724	           0	        5552	     9415913	           0	      910770	           0	     3077365	           0	      111798	     7600808	     7832356	    20078930	    29494843	     1219388	           0	        9712	      181880	      167575	       52481	           0	      720896	     2707627	           0	           0	     5185650	           0	       15475	     1333662	     6759092	     9466719	     7747805	      643184	     1984116	     2451573	     5076119	     9511808	     1461308	    -1149426	    18214679	           0	           0	     1813445	    20028124	    29494843	      471257	      416427	       54830	      105480	           0	        -305	      -50650	       32161	      260444	       23752	      -24817	           0	           0	           0	           0	      244036	      193386	       33222	      160164	           0	           0	           0	      160164	       58151	      218315	      152305	        7859	           0	      215576	        2739	           0	        0.24	      643555	           0	      152305	        0.24	      644569	      217138	      291225	     -118679	           -	           -	           -	           -	           -	           -	           -	           -	           -	      193386	       74087	           0	     -660329	           0	           0	      -14783	        3584	        4193	           0	           0	      374498	      -23470	     -305108	     1803189	     1498081	           -	           -	           -	           -	           -	           -	           -	        0.04	        0.62	       -0.14	        0.76	        0.82	       61.80	       -0.60	        1.11	       11.63	       11.63	      -10.75	       41.04	       33.99	       51.78	      -25.18	       51.98	       -3.79	         227	       22.38	       13.13	        0.00	       -0.06	      -24.39	        0.37	       17.18	       17.18	       28.30	       28.30	       28.30	       28.30	       -0.61	       -1.03	        0.74	       -0.08	        0.30	        0.34	        0.30	        0.24	      -21.26	      -58.64	      -58.64	     -308.50	      318.44	      248.48	      248.48	        0.28	       14.52	       19.69	        7.55	        0.87	           -	           -	           -	           -	           -	           -	      347.76	      207.84	       13.26	        5.55	       47.27	       32.10	       67.90	      819.33	     7447276	       37.18	        2.15	        9.14	           -	     6708286	           -	        4.48	        9.64	        0.07	       37.76	        2.34	      155.81	        0.64	        0.10	       39.34	      154.23	       34.18	      148.59	      300292	           -	           -	        2076	        -223	       13557	     9026187	           -	        0.50	        4.59	        4.29	        4.29	        0.56	        0.56	2018/05/14  	           3	2018/01     	2018/03     	TSE         	M1100       	M1100       	11A         	11A         	Y
1101   	台泥         	201806	2	Y	06	NTD 	    45981224	      623614	           0	    32772358	      997233	           0	     8925428	           0	           0	   101149991	           0	     9386559	           0	    93704491	    20837342	           0	     6355105	    51577387	   208752201	   309902192	    20523737	           0	     5158993	     9369569	    16443770	     2049322	           0	     6571931	    65772816	           0	    11976044	    54040763	           0	      206035	    11196189	    77912234	   143685050	    46705599	    26109830	    14784534	    13049062	    20500379	    48333975	    30338467	     -218166	   151269705	           0	           0	    14947437	   166217142	   309902192	    57500246	    41440890	    16059356	     2429709	       16501	           0	    13629647	     1277570	     -386241	     1155023	     1074248	           0	           0	           0	           0	      810554	    14440201	     3863896	    10576305	           0	           0	           0	    10576305	     6342317	    16918622	    10009630	      566675	           0	    16290317	      628305	           0	        2.14	     4666560	           0	    10009630	        2.14	     4667617	    15595224	    18876440	    10657096	           -	           -	           -	           -	           -	           -	           -	           -	           -	    14440201	     3082893	      198323	    10423531	     -470073	           0	    -1542073	       38702	    -1503183	           0	     -116265	    10742691	      -13033	    19650006	    26331218	    45981224	           -	           -	           -	           -	           -	           -	           -	        6.51	        3.95	        4.88	        5.81	        6.63	       32.83	        6.68	       10.61	       27.93	       27.93	       23.70	       25.11	       18.39	        1.41	       18.53	      660.96	       12.56	        9356	        4.23	        4.78	        0.03	        0.00	       15.85	        1.22	       26.76	       26.76	       32.43	       32.43	       35.67	       35.67	        3.27	        2.23	       10.83	        2.57	        3.09	        3.63	        2.72	        1.89	       25.29	       94.26	       94.26	      127.07	      150.94	      149.77	      149.77	      145.43	       18.21	       14.34	       -3.99	        2.36	           -	           -	           -	           -	           -	           -	      153.79	      134.87	       10.04	        1.87	       86.44	       46.36	       53.64	      247.84	    98651496	       59.35	        0.00	       13.50	           -	    35377175	           -	       25.09	        3.83	        0.39	       95.08	        9.59	       37.95	        1.22	        0.72	       37.68	       95.35	      214.35	       39.07	     4465227	           -	           -	        6146	        1457	       10015	   179839656	        7.77	        1.19	        1.64	        5.89	        3.54	        0.90	        0.90	2018/08/10  	           3	2018/01     	2018/06     	TSE         	M1100       	M1100       	11A         	11A         	Y
1102   	亞泥         	201806	2	Y	06	NTD 	     9127324	     6263957	           0	    21451946	     5876845	           0	     8087115	           0	       24070	    59629423	      159647	    67154302	     1992126	    52295311	     4532916	      434961	    35800871	    51306590	   199015118	   258644541	    20615713	           0	      915303	     7520462	     4873416	      965380	           0	     6510309	    60768830	           0	     6000000	    27080231	      681322	      174274	     8278961	    43439965	   104208795	    33614472	     1174559	    15615380	    63945145	    18535290	    98095815	     2198090	           0	   135082936	           0	           0	    19352810	   154435746	   258644541	    41026147	    31696591	     9329556	     1605059	           0	      151651	     7725015	      803183	     -183527	      798274	     2292661	           0	           0	           0	           0	     2114043	     9839058	     2058123	     7780935	           0	           0	           0	     7780935	     4111990	    11892925	     6226635	     1554300	           0	    10178898	     1714027	           0	        1.98	     3139173	           0	     6227142	        1.98	     3149296	    10637332	    13099915	     7472786	           -	           -	           -	           -	           -	           -	           -	           -	           -	     9839058	     2363300	       99283	     2444191	      -33125	           0	     -485661	       25758	     1061505	           0	           0	    -2221005	      103141	     1387832	     7739492	     9127324	           -	           -	           -	           -	           -	           -	           -	        5.06	        3.33	        3.99	        4.70	        5.18	       31.93	        4.98	        7.92	       22.74	       22.74	       18.83	       23.98	       18.97	        5.15	       18.21	      581.26	       13.21	        5847	        3.91	        5.79	        0.00	        0.37	        4.02	        0.98	       20.92	       20.92	       40.19	       40.19	       40.19	       40.19	        2.86	        0.78	       12.20	        2.30	        3.13	        3.79	        2.93	        1.85	       37.56	      168.25	      168.33	      225.56	      279.92	      271.41	      271.41	      284.53	        4.36	       12.22	           -	        2.19	           -	           -	           -	           -	           -	           -	       98.13	       80.49	        9.48	        1.95	       67.48	       40.29	       59.71	      358.57	    79527354	       51.50	        0.00	       13.33	           -	    -1139407	           -	       19.13	        4.13	        0.32	       88.10	        8.65	       42.09	        1.55	        0.55	       43.58	       86.61	      150.70	       41.76	     7211799	           -	           -	        7017	        1321	        8944	   112608475	        7.26	        0.83	        1.52	        3.58	        3.58	        0.74	        0.74	2018/08/14  	           3	2018/01     	2018/06     	TSE         	M1100       	M1100       	11A         	11A         	Y
1103   	嘉泥         	201806	2	Y	06	NTD 	     2043546	     1639359	           0	      215475	       94418	      150450	      733897	      675947	        5354	    10750140	           0	      909213	           0	     2754706	           0	      101695	     7591288	     7706377	    20778489	    31528629	     1563522	           0	        7639	      209172	      586068	       50547	      166649	      723464	     3390580	           0	           0	     5139112	           0	       14659	     1336757	     6809571	    10200151	     7747805	      643184	     2073636	     2346051	     4951542	     9371229	     2867923	    -1149426	    19480715	           0	           0	     1847763	    21328478	    31528629	     1000927	      856092	      144835	      166691	           0	         -50	      -21856	       70952	      230052	       42556	      -24186	           0	           0	           0	           0	      234262	      212406	       86443	      125963	      315683	           0	           0	      441646	     1502837	     1944483	      399116	       42530	           0	     1869002	       75481	           0	        0.62	      643555	           0	      399116	        0.62	      644333	      254962	      411280	     -392638	           -	           -	           -	           -	           -	           -	           -	           -	           -	      212406	      156318	           0	     -434073	           0	           0	     -211137	      159707	      225604	           0	           0	      422307	       26519	      240357	     1803189	     2043546	           -	           -	           -	           -	           -	           -	           -	       -0.36	        0.53	       -0.78	        6.50	        0.62	       41.09	       -1.93	        9.58	       14.47	       14.47	       -2.18	       21.22	       44.12	       23.40	      -39.23	       86.89	       -2.91	         227	       16.65	       11.19	        0.00	        0.00	      -12.80	        0.76	       40.70	       40.70	       30.27	       30.27	       30.27	       30.27	       -1.12	       -0.67	        1.56	       -0.03	        0.33	        3.02	        0.33	        0.62	       -4.37	      -18.22	      -18.22	     -330.57	     1130.25	      617.72	      388.28	     -329.25	       14.24	       14.86	      -10.64	        0.46	           -	           -	           -	           -	           -	           -	      317.06	      187.75	       26.60	        5.49	       47.82	       32.35	       67.65	      960.81	     7476049	       35.05	        1.99	        5.99	           -	     7359560	           -	        4.45	        9.48	        0.07	       38.39	        2.37	      153.83	        0.71	        0.10	       41.17	      151.05	       38.37	      146.91	     -183623	           -	           -	        4409	         -96	       12135	     9955923	           -	        0.51	        4.86	        3.89	        3.89	        0.55	        0.55	2018/08/13  	           3	2018/01     	2018/06     	TSE         	M1100       	M1100       	11A         	11A         	Y
1101   	台泥         	201809	3	Y	09	NTD 	    42980849	      600410	           0	    35272762	      750387	      511421	     9012327	           0	           0	   102799758	           0	     9491833	           0	    91303900	    20240191	           0	     6349743	    50356629	   205569803	   308369561	    22471574	           0	     5850094	     7961973	     8142087	     2545873	           0	     9302047	    62799418	           0	    11976444	    36055682	           0	      205696	    11201166	    59918818	   122718236	    51080599	    38546478	    14784534	    13049062	    26434317	    54267913	    26446314	     -218166	   170123138	           0	           0	    15528187	   185651325	   308369561	    89657354	    64992780	    24664574	     3688295	       24770	           0	    20976279	     2211429	     -248442	     1827585	     1663716	           0	           0	           0	           0	     1799118	    22775397	     5740441	    17034956	           0	           0	           0	    17034956	     2461574	    19496530	    15943568	     1091388	           0	    18332102	     1164428	           0	        3.35	     4763115	           0	    15943568	        3.35	     4764376	    24602982	    29520007	    17018463	           -	           -	           -	           -	           -	           -	           -	           -	           -	    22775397	     4623774	      293251	    14491475	     -474421	           0	    -2589848	      410801	    -3116098	    16670210	    -8521780	     5964273	     -690019	    16649631	    26331218	    42980849	           -	           -	           -	           -	           -	           -	           -	       10.16	        6.37	        7.72	        6.71	       10.07	       32.93	       10.06	       11.53	       27.51	       27.51	       23.40	       25.40	       19.00	        2.01	       18.98	      668.73	       14.88	        9356	        4.11	        5.00	        0.03	        0.00	       23.08	        1.95	       25.20	       25.20	       33.34	       33.34	       33.34	       33.34	        3.75	        3.04	       16.89	        3.95	        4.78	        4.09	        4.29	        3.00	       30.03	       96.94	       96.94	      126.82	      146.85	      146.12	      146.12	      141.52	       14.44	       21.37	       -7.07	        3.79	           -	           -	           -	           -	           -	           -	      163.70	      143.49	        9.88	        1.92	       66.10	       39.80	       60.20	      255.94	    85970156	       46.31	        0.00	       13.46	           -	    40000340	           -	       23.85	        3.82	        0.41	       95.27	        9.98	       36.47	        1.29	        0.71	       33.08	       98.67	      204.05	       37.32	     6888747	           -	           -	        9583	        2242	        9759	   209941225	        7.53	        1.23	        1.76	        5.05	        3.03	        0.96	        0.96	2018/11/13  	           3	2018/01     	2018/09     	TSE         	M1100       	M1100       	11A         	11A         	Y
1102   	亞泥         	201809	3	Y	09	NTD 	    16170969	     9981555	           0	    22525134	     3245489	           0	     8319891	           0	       28074	    77813852	       18957	    69007787	     2775653	    49846224	     4359065	      461077	    35815721	    51203332	   199296056	   277109908	    25172614	      231290	     1280434	     7621407	      551958	     1085134	           0	     8665405	    67123097	           0	    12170701	    29188663	      681087	      174605	     8513048	    51921314	   119044411	    33614472	     1360202	    15615380	    63945145	    21600595	   101161120	     2082107	           0	   138217901	           0	           0	    19847596	   158065497	   277109908	    63308587	    48381284	    14927303	     2568089	           0	      377260	    12359883	      991283	     -345522	     1187739	     3434164	           0	           0	           0	           0	     2892186	    15252069	     3350085	    11901984	           0	           0	           0	    11901984	     3437168	    15339152	     9298368	     2603616	           0	    13134649	     2204503	           0	        2.96	     3139159	           0	     9311387	        2.95	     3154370	    16439808	    20126428	    11624250	           -	           -	           -	           -	           -	           -	           -	           -	           -	    15252069	     3525397	      161223	     3961633	     -816651	           0	     -714343	       32968	    -8531487	           0	    -4033715	    12971317	       30014	     8431477	     7739492	    16170969	           -	           -	           -	           -	           -	           -	           -	        7.57	        4.90	        5.92	        5.85	        7.83	       31.79	        7.65	       10.10	       23.58	       23.58	       19.52	       24.09	       18.80	        4.57	       18.36	      581.26	       16.07	        5859	        4.06	        5.74	        0.00	        0.60	        5.90	        1.40	       21.96	       21.96	       41.12	       41.12	       41.12	       41.12	        3.22	        1.26	       18.83	        3.68	        4.86	        4.89	        4.54	        2.77	       29.48	      150.39	      150.43	      194.47	      191.68	      174.91	      174.91	      180.74	       12.53	        9.75	           -	        2.94	           -	           -	           -	           -	           -	           -	      115.93	       99.49	        9.24	        1.88	       75.31	       42.96	       57.04	      400.08	    97665092	       61.79	        0.00	       13.84	           -	    10690755	           -	       19.51	        4.14	        0.32	       87.95	        8.66	       42.02	        1.63	        0.56	       43.11	       86.86	      144.53	       44.24	      498041	           -	           -	       10805	        2110	        8508	   139500051	        7.60	        1.01	        1.75	        2.89	        2.89	        0.86	        0.86	2018/11/14  	           3	2018/01     	2018/09     	TSE         	M1100       	M1100       	11A         	11A         	Y
1103   	嘉泥         	201809	3	Y	09	NTD 	     2018432	     1967767	           0	      235787	       57096	      150790	      742737	      479000	        5354	    11158180	           0	      908147	           0	     2713838	           0	      132454	     7604244	     7712016	    21409276	    32567456	      843000	           0	        9180	      189995	      161118	       36083	      384398	      320000	     2073517	           0	           0	     6141202	           0	       13876	     1326480	     7835606	     9909123	     7747805	      703509	     2073636	     2346051	     5435392	     9855079	     3568107	    -1149426	    20725074	           0	           0	     1933259	    22658333	    32567456	     1495207	     1275757	      219450	      258070	           0	        -252	      -38620	      565810	      301484	       64627	      -19815	           0	           0	           0	           0	      782852	      744232	       75482	      668750	      306846	           0	           0	      975596	     2237624	     3213220	      882966	       92630	           0	     3053036	      160184	           0	        1.37	      643555	           0	      882966	        1.37	      644510	      808859	     1011185	       88930	           -	           -	           -	           -	           -	           -	           -	           -	           -	      744232	      202326	           0	     -674990	           0	           0	     -240355	      524951	      872825	           0	     -366027	        8542	        8866	      215243	     1803189	     2018432	           -	           -	           -	           -	           -	           -	           -	        1.42	        2.37	        0.99	       10.55	        3.19	       67.63	        0.42	       15.33	       14.68	       14.68	       -2.58	       49.77	       65.25	       52.36	        5.95	       85.04	       -3.17	         227	       17.26	       12.88	        0.00	       -0.02	      -32.55	        1.07	       10.14	       10.14	       32.20	       32.20	       32.20	       32.20	       -0.62	       -1.05	        2.33	       -0.06	        1.16	        4.99	        1.16	        1.38	       -3.72	      -13.49	      -13.49	     -312.38	      574.07	     8657.86	      671.57	      141.28	       17.97	       20.59	       -9.54	        1.78	           -	           -	           -	           -	           -	           -	      538.13	      327.82	        8.97	        5.26	       43.73	       30.43	       69.57	     1061.21	     7404094	       32.68	        1.88	       12.52	           -	     9084663	           -	        4.32	        9.01	        0.07	       40.40	        2.34	      155.79	        0.72	        0.10	       39.39	      156.80	       42.23	      148.63	    -1357986	           -	           -	        6587	        -170	       11955	    10769442	      195.32	        0.52	        5.28	        3.60	        3.60	        0.56	        0.56	2018/11/14  	           3	2018/01     	2018/09     	TSE         	M1100       	M1100       	11A         	11A         	Y
1101   	台泥         	201812	4	Y	12	NTD 	    48507889	      549838	           0	    38236336	      979914	           0	     9464303	           0	           0	   110380695	      470199	    46247974	           0	    91093825	    20427352	      708612	     6344460	    48964292	   233704423	   344085118	    26226051	      139460	     5114644	     7808921	    11683170	     4090640	           0	     1923945	    64503844	           0	    22777693	    24631973	           0	      210515	    11326154	    82201818	   146705662	    53080599	    47836241	    14784534	    13049062	    33755165	    61588761	    19038454	       -2545	   181541510	           0	           0	    15837946	   197379456	   344085118	   124594602	    91003063	    33591539	     5410638	       23666	           0	    28180901	     2795272	     -234863	     2460302	     2263413	           0	           0	           0	           0	     2363520	    30544421	     7900350	    22644071	           0	           0	           0	    22644071	    -2936676	    19707395	    21180821	     1463250	           0	    18245179	     1462216	           0	        4.37	     4849335	           0	    21180821	        4.37	     4851464	    33004723	    39521444	    22753293	    16856367	     3575593	        3.31	        3.31	        0.00	        0.70	        0.00	           0	           0	    30544421	     6129527	      387194	    22150720	   -33485490	       10884	    -4317919	      389942	   -35572299	    26688262	    -8536670	    36228455	     -630205	    22176671	    26331218	    48507889	           -	           -	           -	           -	           -	           -	           -	       12.85	        7.98	        9.71	        6.39	       12.94	       31.72	       13.00	       11.26	       26.96	       26.96	       22.62	       24.52	       18.17	        1.90	       18.26	      620.84	       15.92	        9993	        4.34	        5.47	        0.02	        0.00	       34.34	        2.49	       25.87	       25.87	       34.20	       35.15	       35.15	       34.20	        4.17	        4.57	       23.47	        5.31	        6.30	        4.06	        5.75	        3.99	       26.73	       77.61	       77.61	      101.83	      120.94	      119.36	      119.36	      107.15	       26.24	       29.30	       -4.88	        4.60	           -	           -	           -	           -	       97.08	        3.68	      171.12	      150.80	       10.00	        1.86	       74.33	       42.64	       57.36	      293.40	   105438756	       53.42	        0.00	       13.41	       20.33	    45876851	       79.58	       24.17	        3.80	        0.40	       96.00	       10.21	       35.73	        1.34	        0.71	       31.28	      100.46	      202.69	       37.99	     6492976	        1.42	        1.09	       12468	        2820	        9116	   181846900	        5.93	        1.00	        1.46	       11.24	        9.27	        0.83	        0.84	2019/03/23  	           3	2018/01     	2018/12     	TSE         	M1100       	M1100       	11A         	11A         	Y
1102   	亞泥         	201812	4	Y	12	NTD 	    14929411	     9046583	      147528	    23156323	     2964751	           0	     9804276	           0	       15901	    80358506	       14642	    78846276	     2042722	    52549341	     3694783	      436238	    35965203	    51460747	   198829492	   279187998	    24805239	      268218	      806927	     8278934	      566027	     2181268	           0	     7285012	    62804294	           0	    12192567	    33593896	      679377	      185107	     9365429	    57335358	   120139652	    33614472	     1362554	    15615380	    63945145	    20358461	    99918986	     2996214	           0	   137892226	           0	           0	    21156120	   159048346	   279187998	    85624732	    64468418	    21156314	     3018351	           0	      142553	    18153110	     1479803	    -1733766	     1673185	     4144156	           0	           0	           0	           0	     2217008	    20370118	     5480921	    14889197	           0	           0	           0	    14889197	     1436173	    16325370	    11117094	     3772103	           0	    12811353	     3514017	           0	        3.54	     3139152	           0	    11143732	        3.49	     3192393	    22043303	    26962495	    15923255	     9412052	           0	        2.80	        2.80	        0.00	        0.00	        0.00	           0	           0	    20370118	     4649561	      269631	    10711068	     -206841	       48391	    -4274600	       90395	   -14459064	           0	    -4033715	    10991628	      -53713	     7189919	     7739492	    14929411	           -	           -	           -	           -	           -	           -	           -	       10.64	        6.17	        8.06	        6.20	        9.77	       31.49	       10.45	       10.71	       24.71	       24.73	       21.20	       23.79	       17.39	        2.59	       18.60	      700.92	       18.41	        5878	        3.53	        5.45	        0.00	        0.17	       17.05	        1.89	       26.91	       26.91	       41.02	       41.02	       41.02	       41.02	        3.61	        3.41	       25.47	        5.40	        6.49	        5.20	        6.06	        3.31	       22.85	      108.01	      108.17	      144.10	      139.67	      123.38	      123.38	      141.92	       13.00	        9.09	       -2.52	        3.13	           -	           -	           -	           -	      129.92	        2.34	      127.95	      108.62	       10.31	        1.95	       75.54	       43.03	       56.97	      389.80	    96441183	       60.64	        0.00	       13.17	       15.34	    17554212	       84.66	       20.72	        4.13	        0.33	       88.29	        7.87	       46.36	        1.61	        0.56	       45.12	       89.53	      143.05	       53.38	    -5705888	        1.27	        1.10	       14567	        3088	        8940	   114121126	        5.33	        0.83	        1.39	        8.25	        8.25	        0.75	        0.75	2019/03/29  	           3	2018/01     	2018/12     	TSE         	M1100       	M1100       	11A         	11A         	Y
