公司	簡稱	年/月	季別	合併(Y/N)	月份	幣別	  現金及約當現金	  透過損益按公允價值衡量之金融資產－流動	  合約資產－流動	  應收帳款及票據	  其他應收款	  資金貸予他人－流動	  存貨	  待出售非流動資產	  當期所得稅資產－流動	流動資產	  按攤銷後成本衡量之金融資產－非流動	  採權益法之長期股權投資	  預付投資款	  不動產廠房及設備	  商譽及無形資產合計	    遞延所得稅資產	    投資性不動產淨額	  其他非流動資產	非流動資產	資產總額	  短期借款	  透過損益按公允價值衡量之金融負債－流動	  合約負債－流動	  應付帳款及票據	  其他應付款	  當期所得稅負債	  與待出售非流動資產直接相關之負債	  一年內到期長期負債	流動負債	  透過損益按公允價值衡量之金融負債－非流動	  應付公司債－非流動	  銀行借款－非流動	  負債準備－非流動	  應計退休金負債	  遞延所得稅	非流動負債	負債總額	  股本	  資本公積合計	    法定盈餘公積	    特別盈餘公積	    未分配盈餘	  保留盈餘	  其他權益	  庫藏股票帳面值	母公司股東權益合計	共同控制下前手權益	合併前非屬共同控制股權	非控制權益	股東權益總額	負債及股東權益總額	營業收入淨額	營業成本	營業毛利	營業費用	  研究發展費	  預期信用減損（損失）利益－營業費用	營業利益	其他收入	其他利益及損失	財務成本	採權益法之關聯企業及合資損益之份額	預期信用減損（損失）利益	除列按攤銷後成本衡量金融資產淨損益	金融資產重分類淨損益	營業外收入及支出－其他	營業外收入及支出	稅前淨利	所得稅費用	繼續營業單位損益	停業單位損益	合併前非屬共同控制股權損益	其他損益調整項－非常項目及累計影響數	合併總損益	其他綜合損益－OCI	本期綜合損益總額	歸屬母公司淨利（損）	歸屬非控制權益淨利（損）	歸屬共同控制下前手權益淨利（損）	綜合損益歸屬母公司	綜合損益歸屬非控制權益	綜合損益歸屬共同控制下前手權益	每股盈餘	加權平均股數	發放特別股股息	稀釋稅後淨利	每股盈餘－完全稀釋	加權平均股數－稀釋	稅前息前淨利	稅前息前折舊前淨利	常續性稅後淨利	期末普通股－現金股利	期末普通股－股票股利	普通股每股現金股利（盈餘及公積）	  普通股每股現金股利－盈餘	  普通股每股現金股利－公積	普通股每股股票股利－盈餘	普通股每股股票股利－公積	資本公積－現金股利	資本公積轉增資－股票股利	  稅前淨利－CFO	  折舊－CFO	  攤提－CFO	來自營運之現金流量	  新增投資－CFI	  出售投資－CFI	  購置不動產廠房設備（含預付）－CFI	  處分不動產廠房設備（含預付）－CFI	投資活動之現金流量	  現金增（減）資－CFF	  支付現金股利－CFF	籌資活動之現金流量	匯率影響數	本期產生現金流量	期初現金及約當現金	期末現金及約當現金	預計稅額扣抵比率	稅額扣抵比率	BS透過損益按公允價值衡量之金融資產－流動(IFRS)	BS持有至到期日金融資產－非流動	BS透過損益按公允價值衡量之金融負債－流動(IFRS)	BS應付建造合約款	BS以成本衡量之金融負債－非流動	ROA(C)稅前息前折舊前	ROA(A)稅後息前	ROA(B)稅後息前折舊前	ROA－綜合損益	ROE(A)－稅後	稅前息前折舊前淨利率	ROE(B)－常續利益	ROE－綜合損益	營業毛利率	已實現銷貨毛利率	營業利益率	稅前淨利率	稅後淨利率	業外收支/營收	常續利益率－稅後	貝里比率	營業資產報酬率	員工人數	營業費用率	用人費用率	研究發展費用率	呆帳費用率	現金流量比率	有息負債利率	稅率(A)	稅率(B)	每股淨值(B)	每股淨值(A)	每股淨值(C)	每股淨值(F)－TSE公告數	常續性EPS	每股現金流量	每股營業額	每股營業利益	每股稅前淨利	每股綜合損益	季底每股稅前淨利	季底每股稅後淨利	營收成長率	營業毛利成長率	已實現銷貨毛利成長率	營業利益成長率	稅前淨利成長率	稅後淨利成長率	經常淨利成長率	常續淨利成長率	總資產成長率	淨值成長率	折舊性FA成長率	總資產報酬成長率	營收變動率	營業利益變動率	淨利變動率（單季）	稅前盈餘變動率	現金流量允當比	現金再投資比	流動比率	速動比率	利息支出率	利息支出率(B)	總負債/總淨值	負債比率	淨值/資產	長期資金適合率(A)	長短期借款	借款依存度	或有負債/淨值	利息保障倍數	內部保留比率	營運資金	股利支付率	存貨及應收帳款/淨值	應收帳款週轉次數	總資產週轉次數	平均收帳天數	存貨週轉率（次）	平均售貨天數	固定資產週轉次數	淨值週轉率（次）	應付帳款付現天數	淨營業週期（日）	季底收款天數	季底售貨天數	自由現金流量(D)	營運槓桿度	財務槓桿度	每人營收	每人營業利益	每人配備率	季底普通股市值	當季季底P/E	當季季底P/B	當季季底PSR	股利殖利率	現金股利率	Tobins Q	Tobins Q (A)	財報發布日	財報類別（1個別2個體3合併）	財報年月起日	財報年月迄日	市場別	交易所主產業代碼	交易所子產業代碼	TEJ主產業代碼	TEJ子產業代碼	財報附註TEJ是否完成Y/N
1102   	亞泥         	201212	4	Y	12	NTD 	     8309069	      718691	           0	    16368890	      454500	           0	     7515813	           0	           0	    49663040	     1258166	    65102861	           0	    55930994	     2159286	      282163	    29672144	    47277208	   186991961	   236655001	    10821788	      668747	      571673	     6926000	      218023	      561568	           0	    17588512	    41721322	           0	    24931418	    17976435	      270383	      222129	     5257986	    50233697	    91955019	    32309181	     1034446	    11954738	    14015705	    61770961	    87741404	     6964661	           0	   128049692	           0	           0	    16650290	   144699982	   236655001	    63793183	    57652085	     6141098	     2034063	           -	           -	     4106489	     1525878	      183610	     1773775	     2677467	           -	           -	           -	           0	     2613180	     6719669	      877278	     5842391	           0	           0	           0	     5842391	     -920590	     4921801	     5082381	      760010	           0	     4649295	      272506	           0	        1.57	     3230918	           0	           -	           -	           -	     8493444	    13008073	     5893610	     5492561	      646184	        1.70	        1.70	        0.00	        0.20	        0.00	           0	           0	     6719669	     4354392	      160237	    14167455	      -56253	      623541	    -3821418	      101785	    -8961889	           0	    -7214343	    -7515198	     -324983	    -2634615	    10943684	     8309069	        5.62	        5.62	      718691	     1138092	      668747	           0	           0	        6.07	        3.40	        5.17	        2.29	        4.73	       20.39	        4.77	        3.98	        9.63	        9.63	        6.44	       10.53	        9.16	        4.10	        9.24	      301.91	        3.93	        6065	        3.19	        5.58	           -	           -	       33.96	        2.39	       13.06	       13.06	       39.63	       39.63	       39.63	       26.21	        1.59	        4.38	       19.74	        1.27	        2.08	        1.52	        2.08	        1.57	       -7.31	      -45.91	      -45.91	      -53.79	      -52.13	      -52.30	      -52.30	      -46.06	       22.24	       41.37	      -26.38	       -3.50	           -	           -	           -	           -	       70.78	        2.90	      119.04	       97.90	       24.25	        2.83	       63.55	       38.86	       61.14	      335.43	    75674421	       52.30	        0.00	        4.79	       -8.07	     7941718	      108.07	       16.51	        3.63	        0.30	      100.62	        8.20	       44.52	        0.99	        0.52	       44.38	      100.76	      166.42	       47.63	    23189181	        2.10	        1.76	       10518	         677	        9222	   120674787	       20.48	        0.94	        1.90	        5.09	        4.55	        0.83	        0.83	2013/05/15  	           3	2012/01     	2012/12     	TSE         	M1100       	M1100       	11A         	11A         	Y
1103   	嘉泥         	201212	4	Y	12	NTD 	     4284000	     1836781	           0	      610243	       83700	       34700	      958623	           0	         700	    12515670	           0	      646825	           0	     3797226	           0	      228927	     6661233	     7573982	    16801716	    29317386	     1258691	           0	       30446	      546612	      242560	       50167	           0	      798556	     2927648	        1288	           0	     7921165	           0	      107856	     1603806	     9939767	    12867415	     7768285	      444825	     1830635	      592193	     5540703	     7963531	     -943958	    -1153409	    14079274	           0	           0	     2370697	    16449971	    29317386	     4772948	     4471632	      301316	      496658	           0	           -	     -195342	      591838	     -691017	      169978	      -10304	           -	           -	           -	           0	     -279461	     -474803	      100304	     -575107	           0	           0	           0	     -575107	     -791035	    -1366142	     -672410	       97303	           0	    -1410137	       43995	           0	       -1.04	      644678	           0	           -	           -	           -	     -304825	      117406	       95333	           0	           0	        0.00	        0.00	        0.00	        0.00	        0.00	           0	           0	     -474803	      422175	          56	      748670	           0	           0	     -280928	      115250	    -1363371	           0	     -138277	      889464	     -100437	      174326	     4109674	     4284000	       24.55	       22.81	     1836781	           0	           0	           0	           0	        2.64	       -1.46	        1.97	       -4.58	       -3.33	        2.46	        0.55	       -7.92	        6.31	        6.31	       -4.09	       -9.95	      -12.05	       -5.86	        2.00	       60.67	       -1.31	         729	       10.41	        9.19	        0.00	           -	       25.57	        1.76	        0.00	           -	       21.84	       21.84	       21.84	       21.85	        0.00	        1.16	        7.40	       -0.30	       -0.74	       -2.12	       -0.74	       -1.04	       -7.68	      -69.40	      -69.40	     -141.72	     -202.67	     -280.47	     -280.47	      -87.94	       -3.30	       -8.95	      -32.94	       -3.03	           -	           -	           -	           -	       30.02	        2.09	      427.50	      350.97	      -39.16	        3.58	       78.22	       43.89	       56.11	      641.82	     9978479	       60.66	        0.00	       -1.79	           -	     9588022	        0.00	        9.54	        6.33	        0.16	       57.65	        3.13	      116.43	        0.64	        0.28	       45.66	      128.42	       46.67	       81.27	    -1865963	       -2.20	        0.53	        6547	        -268	        5209	    10759068	      112.86	        0.76	        2.25	        0.00	        0.00	        0.71	        0.71	2013/05/14  	           3	2012/01     	2012/12     	TSE         	M1100       	M1100       	11A         	11A         	Y
1101   	台泥         	201303	1	Y	03	NTD 	    18994984	      271687	           0	    18645075	     4424359	     1310592	    10684600	           0	           0	    77599232	           0	     7460075	      365085	   110910778	    19111565	           0	     6085160	    51996732	   195236001	   272835233	    18455981	        2401	     2971595	     9061722	     9369864	     1416789	           0	    19917934	    65913019	       16686	     3500000	    47803800	           0	      303649	     9353869	    61556516	   127469535	    36921759	    12215684	     9952623	    13053436	    22515088	    45521147	    13214330	           0	   107872920	           0	           0	    37492778	   145365698	   272835233	    24114047	    20990175	     3123872	     1097143	       11268	           -	     2026729	      288923	      401492	      528260	      151905	           -	           -	           -	           0	      314060	     2340789	      341165	     1999624	           0	           0	           0	     1999624	     1284445	     3284069	     1413035	      586589	           0	     1911110	     1372959	           0	        0.38	     3692176	           0	     1413035	        0.38	     3693964	     2869049	     4529735	     1523379	           -	           -	           -	           -	           -	           -	           -	           -	           -	     2340789	     1571884	       88802	     2274053	      -76040	     1547076	     -211456	       61021	     1306842	           0	           0	   -10614587	      417270	    -6616422	    25611406	    18994984	        7.82	        7.82	      271687	           0	        2401	           0	           0	        1.48	        0.89	        1.22	        1.20	        1.39	       18.78	        1.06	        2.29	       12.95	       12.95	        8.40	        9.71	        8.29	        1.30	        6.32	      284.73	        7.65	        9777	        4.55	        5.29	        0.05	           -	        3.45	        0.54	       14.57	       14.57	       29.22	       29.22	       29.22	       29.22	        1.83	        0.62	        6.53	        0.55	        0.63	        0.89	        0.63	        0.38	       -4.65	       -8.92	       -8.92	      -11.37	       -9.24	       -5.49	       -5.49	      -16.72	        0.67	        2.74	        5.20	       -0.08	           -	           -	           -	           -	           -	           -	      117.73	       89.09	       21.67	        2.22	       87.69	       46.72	       53.28	      177.32	    93807046	       64.53	        0.00	        5.43	           -	    11686213	           -	       20.18	        5.06	        0.35	       71.97	        8.26	       44.07	        0.90	        0.67	       36.72	       79.32	      177.27	       41.05	     5306821	           -	           -	        2466	         207	       11344	   138456563	       12.60	        1.28	        1.23	        5.07	        5.07	        0.85	        0.85	2013/05/15  	           3	2013/01     	2013/03     	TSE         	M1100       	M1100       	11A         	11A         	Y
1102   	亞泥         	201303	1	Y	03	NTD 	    14912589	     4484947	           0	    15797375	      647610	           0	     7667257	           0	       18924	    57789464	     1417828	    66341411	           0	    57667022	     2193825	      316067	    29672144	    47869835	   190463519	   248252983	    12195793	      559331	      734393	     7213046	      251872	      654874	           0	    28462379	    54557931	           0	    12408383	    27385888	      259020	      214628	     5282091	    47652812	   102210743	    32309181	     1034446	    11954738	    14013199	    62992831	    88960768	     6469871	           0	   128774266	           0	           0	    17267974	   146042240	   248252983	    13931550	    13032289	      899261	      552379	           -	           -	      346919	     1140953	     -491001	      424975	     1025067	           -	           -	           -	           0	     1250044	     1596963	      219496	     1377467	           0	           0	           0	     1377467	     -125038	     1252429	     1219360	      158107	           0	      724570	      527859	           0	        0.40	     3018451	           0	     1171524	        0.37	     3140527	     2021938	     3185816	     1057948	           -	           -	           -	           -	           -	           -	           -	           -	           -	     1596963	     1114289	       49589	     -443139	     -117547	           0	    -1919725	       13531	    -1564006	           0	           0	     8381595	      229070	     6603520	     8309069	    14912589	        6.06	        7.38	     4484947	     1386568	      559331	           0	           0	        1.18	        0.71	        0.98	        0.52	        0.95	       22.87	        0.73	        0.86	        6.45	        6.46	        2.49	       11.46	        9.89	        8.97	        7.59	      162.80	        4.07	        6065	        3.96	        5.68	           -	           -	       -0.81	        0.56	       13.74	       13.74	       39.86	       39.86	       39.86	       26.92	        1.37	       -0.15	        4.23	        0.11	        0.53	        0.41	        0.48	        0.37	        5.61	      -19.56	      -19.31	      -44.23	       -4.93	      -10.87	      -10.87	      -38.77	       26.45	       37.29	           -	       -0.08	           -	           -	           -	           -	           -	           -	      105.92	       89.20	       24.56	        3.15	       69.99	       41.17	       58.83	      322.26	    84929943	       58.15	        0.00	        4.76	           -	     3231533	           -	       16.07	        3.46	        0.23	      105.05	        6.87	       53.01	        0.98	        0.38	       49.36	      108.70	      161.12	       47.74	     5331805	           -	           -	        2297	          57	        9508	   117766961	       19.04	        0.91	        1.84	        5.21	        4.66	        0.82	        0.82	2013/05/15  	           3	2013/01     	2013/03     	TSE         	M1100       	M1100       	11A         	11A         	Y
1103   	嘉泥         	201303	1	Y	03	NTD 	     3832676	     2039831	           0	      534884	       66608	       35728	      921566	           0	         352	    12221392	           0	      696733	           0	     3851001	           0	      167846	     6657510	     7643124	    16755562	    28976954	     1148125	           0	       31035	      373286	      288531	       78242	           0	     1005034	     2958234	        1121	           0	     7632565	           0	      110659	     1528431	     9622730	    12580964	     7768285	      444825	     1830635	     2819594	     3394741	     8044970	     -997405	    -1153409	    14107266	           0	           0	     2288724	    16395990	    28976954	      741189	      789311	      -48122	      101689	           0	           -	     -149811	       37846	      190636	       45395	         526	           -	           -	           -	           0	      183613	       33802	      -25835	       59637	           0	           0	           0	       59637	      -47330	       12307	       82329	      -22692	           0	       28882	      -16575	           0	        0.13	      644678	           0	       82329	        0.13	      644849	       79197	      178155	     -124014	           -	           -	           -	           -	           -	           -	           -	           -	           -	       33802	       98958	           0	     -167259	      -30000	           0	     -110790	           0	     -124844	           0	           0	     -149684	       -9537	     -451324	     4284000	     3832676	       22.91	       22.91	     2039831	           0	           0	           0	           0	       -0.02	        0.33	       -0.01	        0.04	        0.36	       24.04	       -0.76	        0.07	       -6.49	       -6.49	      -20.21	        4.56	        8.05	       24.77	      -16.73	      -47.32	       -2.90	         729	       13.72	       11.85	        0.00	           -	       -5.65	        0.46	        0.00	      -76.43	       21.88	       21.88	       21.88	       21.88	       -0.12	       -0.26	        1.15	       -0.23	        0.05	        0.02	        0.05	        0.13	      -26.03	     -198.36	     -198.36	     -419.04	      -85.60	      -71.27	      -71.27	     -524.79	       -5.83	      -11.62	      -16.83	       -0.52	           -	           -	           -	           -	           -	           -	      413.13	      336.43	       46.65	        6.12	       76.73	       43.42	       56.58	      623.96	     9795782	       59.74	        0.00	        1.74	           -	     9263158	           -	        8.88	        5.18	        0.10	       70.30	        3.36	      108.38	        0.78	        0.18	       53.03	      125.65	       43.27	       82.93	      372669	           -	           -	        1017	        -206	        5283	    10215288	      265.24	        0.72	        2.26	        0.00	        0.00	        0.69	        0.69	2013/05/14  	           3	2013/01     	2013/03     	TSE         	M1100       	M1100       	11A         	11A         	Y
1101   	台泥         	201306	2	Y	06	NTD 	    20171167	      275130	           0	    20128386	     4773296	      365117	    10591130	           0	           0	    77446686	           0	     7912439	      560780	   110566117	    19486078	           0	     6078397	    52415968	   196126957	   273573643	    16187106	        6884	     2893731	     9882099	    15731120	      913601	           0	    18951638	    68900434	        7773	     3500000	    50736261	           0	      301897	     9458082	    65466041	   134366475	    36921759	    12192857	    10726105	    13053436	    17295884	    41075425	    11577183	           0	   101767224	           0	           0	    37439944	   139207168	   273573643	    52784231	    44038350	     8745881	     2130160	       22346	           -	     6615721	      642446	      308455	      976601	      359542	           -	           -	           -	           0	      333842	     6949563	     1147834	     5801729	           0	           0	           0	     5801729	       62501	     5864230	     3999822	     1801907	           0	     2860750	     3003480	           0	        1.08	     3692176	           0	     3999822	        1.08	     3694599	     7926164	    11206513	     5353064	           -	           -	           -	           -	           -	           -	           -	           -	           -	     6949563	     3114925	      165424	     8304491	     -747360	     1586114	    -1214973	       65850	     -317598	           0	    -1433449	   -13554971	      127839	    -5440239	    25611406	    20171167	        7.82	        7.82	      275130	           0	        6884	           0	           0	        3.93	        2.42	        3.25	        2.14	        4.13	       21.23	        3.81	        4.17	       16.57	       16.57	       12.53	       13.17	       10.99	        0.63	       10.14	      410.57	        8.35	        9777	        4.04	        4.80	        0.04	           -	       12.05	        0.87	       16.52	       16.52	       27.56	       27.56	       27.56	       27.56	        2.02	        2.25	       14.30	        1.79	        1.88	        1.59	        1.88	        1.08	       -3.14	       14.59	       14.59	       21.25	       20.93	       17.56	       17.56	       28.75	        0.04	        4.31	        4.79	        0.21	           -	           -	           -	           -	           -	           -	      112.40	       85.39	       14.77	        1.60	       96.52	       49.12	       50.88	      174.96	    93223816	       66.97	        0.00	        8.12	           -	     8546252	           -	       22.07	        5.33	        0.39	       68.32	        8.70	       41.82	        0.98	        0.75	       36.70	       73.43	      183.53	       41.54	    12865033	           -	           -	        5399	         677	       11309	   136241258	       10.52	        1.34	        1.22	        5.15	        5.15	        0.84	        0.84	2013/08/14  	           3	2013/01     	2013/06     	TSE         	M1100       	M1100       	11A         	11A         	Y
1102   	亞泥         	201306	2	Y	06	NTD 	    19077321	     1951495	           0	    16471431	     6599231	           0	     7433744	           0	       29590	    71535086	     1913305	    64284594	           0	    60451870	     2207072	      363606	    30130209	    47839983	   190890074	   262425160	     9934680	      827181	      619340	     8496856	     5955033	      497967	           0	    38927333	    69315658	           0	    13941678	    28088366	      264014	      212813	     5315019	    49761011	   119076669	    32955365	     1019808	    12571132	    14013199	    59603019	    86187350	     5663318	           0	   125825841	           0	           0	    17522650	   143348491	   262425160	    32112806	    28695621	     3417185	     1164883	           -	           -	     2252327	     1817153	      199764	      840440	     2316902	           -	           -	           -	           0	     3493379	     5745706	      568515	     5177191	           0	           0	           0	     5177191	     -656597	     4520594	     4584687	      592504	           0	     3283344	     1237250	           0	        1.49	     3078754	           0	     4365568	        1.34	     3252128	     6586146	     8940302	     4671368	           -	           -	           -	           -	           -	           -	           -	           -	           -	     5745706	     2255215	       98941	     4899064	     -213440	           0	    -4527504	       50081	   -12206900	           0	           0	    17695797	      380291	    10768252	     8309069	    19077321	        6.06	        7.38	     1951495	     1417478	      827181	           0	           0	        3.38	        2.35	        2.93	        1.81	        3.59	       27.84	        3.24	        3.14	       10.64	       10.64	        7.01	       17.89	       16.12	       10.88	       14.55	      293.35	        4.51	        6065	        3.63	        5.28	           -	           -	        7.07	        1.06	        9.89	        9.89	       38.18	       38.18	       38.94	       25.74	        1.86	        1.59	        9.74	        0.68	        1.87	        1.47	        1.74	        1.39	        7.51	       32.75	       32.80	       43.06	       48.54	       47.27	       47.27	       40.56	       32.43	       45.05	           -	        0.73	           -	           -	           -	           -	           -	           -	      103.20	       90.16	       14.31	        2.75	       83.07	       45.38	       54.62	      306.65	    94940362	       66.23	        0.00	        7.84	           -	     2219428	           -	       16.68	        3.91	        0.26	       93.06	        7.68	       47.41	        1.10	        0.45	       48.91	       91.56	      161.04	       45.92	     8726133	           -	           -	        5295	         371	        9967	   119220874	       14.30	        0.95	        1.82	        5.15	        4.61	        0.82	        0.82	2013/08/14  	           3	2013/01     	2013/06     	TSE         	M1100       	M1100       	11A         	11A         	Y
1103   	嘉泥         	201306	2	Y	06	NTD 	     3219939	     1820520	           0	      605641	       81777	       36419	      923011	           0	         634	    11522945	           0	      655146	           0	     3863220	           0	      168835	     6905802	     7892160	    16529498	    28052443	     1496117	           0	       30526	      506471	      189315	       35497	           0	      935352	     3334434	         958	           0	     6951742	           0	      110157	     1533864	     8948687	    12283121	     7768285	      444825	     1830635	     2819594	     3361516	     8011745	    -1501621	    -1153409	    13569825	           0	           0	     2199497	    15769322	    28052443	     1792335	     1820457	      -28122	      201190	           0	           -	     -229312	      180689	      126506	       90913	       -1573	           -	           -	           -	           0	      214709	      -14603	      -29145	       14542	           0	           0	           0	       14542	     -556563	     -542021	       49143	      -34601	           0	     -508520	      -33501	           0	        0.08	      644678	           0	       49143	        0.08	      644769	       76310	      276144	     -101312	           -	           -	           -	           -	           -	           -	           -	           -	           -	      -14603	      199834	           0	     -225066	           0	        2068	     -220527	         978	     -344353	           0	       -1690	     -537934	       43292	    -1064061	     4284000	     3219939	       22.91	       22.91	     1820520	           0	           0	           0	           0	        0.56	        0.31	        0.49	       -1.89	        0.09	       15.41	       -0.63	       -3.36	       -1.57	       -1.57	      -12.79	       -0.81	        0.81	       11.98	       -5.65	      -13.98	       -2.86	         729	       11.23	       10.31	        0.00	           -	       -6.75	        0.93	        0.00	           -	       21.05	       21.05	       21.05	       21.05	       -0.19	       -0.35	        2.78	       -0.36	       -0.02	       -0.84	       -0.02	        0.08	      -23.36	     -124.48	     -124.48	     -110.15	     -139.36	      -27.64	      -27.64	     -269.20	       -4.82	       -4.53	      -15.95	       -0.04	           -	           -	           -	           -	           -	           -	      345.57	      270.93	      101.01	        5.08	       77.89	       43.79	       56.21	      588.14	     9512601	       60.32	        0.00	        0.84	           -	     8188511	           -	        9.69	        5.90	        0.12	       61.73	        3.87	       94.06	        0.94	        0.22	       52.64	      103.15	       52.30	       89.99	     1393360	           -	           -	        2459	        -315	        5299	    11069799	           -	        0.82	        2.62	        0.00	        0.00	        0.73	        0.73	2013/08/14  	           3	2013/01     	2013/06     	TSE         	M1100       	M1100       	11A         	11A         	Y
1101   	台泥         	201309	3	Y	09	NTD 	    19104057	      219373	           0	    23125217	     3950820	      340811	    10157813	           0	           0	    77580148	           0	     8067842	           0	   109695996	    19255712	           0	     6071537	    52306675	   194412793	   271992941	    25101401	           0	     3458595	     8374696	     8459764	     1180194	           0	    20815522	    73733391	       16113	     3500000	    38396562	           0	      300324	     9569927	    53063194	   126796585	    36921759	    12192857	    10726105	    13053491	    20726453	    44506049	    13008590	           0	   106629255	           0	           0	    38567101	   145196356	   271992941	    82891070	    67090700	    15800370	     3274015	       32765	           -	    12526355	     1481621	      247279	     1439045	      651774	           -	           -	           -	           0	      941629	    13467984	     2321593	    11146391	           0	           0	           0	    11146391	     1488481	    12634872	     7594015	     3552376	           0	     7886350	     4748522	           0	        2.06	     3692176	           0	     7594015	        2.06	     3694439	    14907029	    19869596	    10734957	           -	           -	           -	           -	           -	           -	           -	           -	           -	    13467984	     4720349	      242218	    13483258	     -223459	     2194144	    -1703237	      164044	     1125308	           0	    -8634335	   -20670886	     -445029	    -6507349	    25611406	    19104057	        7.82	        7.82	      219373	           0	           0	           0	           0	        7.13	        4.52	        5.88	        4.63	        7.77	       23.97	        7.48	        8.80	       19.06	       19.06	       15.11	       16.25	       13.45	        1.14	       12.95	      482.60	       10.10	        9777	        3.95	        4.44	        0.04	           -	       18.29	        1.32	       17.24	       17.24	       28.88	       28.88	       28.88	       28.88	        2.44	        3.65	       22.45	        3.39	        3.65	        3.42	        3.65	        2.06	       -1.29	       34.89	       34.89	       45.33	       51.21	       48.76	       48.76	       58.10	        1.20	        5.91	        6.04	        1.18	           -	           -	           -	           -	           -	           -	      105.22	       83.50	       11.66	        1.52	       87.33	       46.62	       53.38	      170.56	    93467058	       64.37	        0.00	       10.36	           -	     3846757	           -	       22.92	        5.19	        0.40	       70.19	        9.03	       40.29	        1.03	        0.77	       33.07	       77.41	      192.17	       40.87	    24103144	           -	           -	        8478	        1281	       11220	   158025090	        9.71	        1.48	        1.40	        4.44	        4.44	        0.92	        0.92	2013/11/14  	           3	2013/01     	2013/09     	TSE         	M1100       	M1100       	11A         	11A         	Y
1102   	亞泥         	201309	3	Y	09	NTD 	    13255032	     4431743	           0	    15358693	     3200328	           0	     6620229	           0	       54266	    57543204	     2059925	    65232209	           0	    61788328	     2170520	      380678	    30484254	    48066063	   194106963	   251650167	    14030950	     1190452	      798753	     7311438	      211553	      487020	           0	    36571045	    65784356	           0	     8530723	    24048499	      666635	      212227	     5351152	    40410752	   106195108	    32955365	     1019245	    12571132	    14013199	    61288607	    87872938	     5888881	           0	   127736429	           0	           0	    17718630	   145455059	   251650167	    49722594	    44360056	     5362538	     1694425	           -	           -	     3668112	     2152366	      304565	     1251357	     3214832	           -	           -	           -	           0	     4420406	     8088518	      902473	     7186045	           0	           0	           0	     7186045	     -554256	     6631789	     6274339	      911706	           0	     5198559	     1433230	           0	        2.00	     3140663	           0	     6407780	        1.91	     3361113	     9339875	    12853215	     7194958	           -	           -	           -	           -	           -	           -	           -	           -	           -	     8088518	     3363699	      149641	     7753010	     -238943	           0	    -6967026	       90923	    -9042034	           0	    -5492251	     5984776	      250211	     4945963	     8309069	    13255032	        6.06	        7.38	     4431743	     1568480	     1190452	           0	           0	        5.27	        3.37	        4.57	        2.72	        4.95	       25.85	        4.96	        4.57	       10.78	       10.78	        7.38	       16.27	       14.45	        8.89	       14.47	      316.48	        5.68	        6504	        3.41	        5.59	           -	           -	       11.79	        1.51	       11.16	       11.16	       38.76	       38.76	       38.76	       25.62	        2.31	        2.47	       15.09	        1.11	        2.58	        2.11	        2.45	        1.90	        7.25	       38.61	       38.63	       52.43	       68.11	       66.85	       66.85	       72.81	       30.61	       45.32	           -	        1.22	           -	           -	           -	           -	           -	           -	       87.47	       73.92	       15.21	        2.62	       73.01	       42.20	       57.80	      288.14	    88355399	       60.74	        0.00	        7.46	           -	    -8241152	           -	       15.11	        4.18	        0.27	       87.10	        8.37	       43.50	        1.13	        0.46	       43.81	       86.79	      151.40	       40.56	    19915229	           -	           -	        7645	         564	        9500	   123253046	       12.08	        0.96	        1.85	        4.98	        4.46	        0.84	        0.84	2013/11/14  	           3	2013/01     	2013/09     	TSE         	M1100       	M1100       	11A         	11A         	Y
