證券代碼,簡稱,年月日,收盤價(元)
0052   ,富邦科技     ,20100629,    22.4771
0056   ,元大高股息   ,20100629,    13.6769
0050   ,元大台灣50   ,20100630,    35.2958
0052   ,富邦科技     ,20100630,    21.8578
0056   ,元大高股息   ,20100630,    13.5409
0050   ,元大台灣50   ,20100701,    35.0393
0052   ,富邦科技     ,20100701,    21.7485
0056   ,元大高股息   ,20100701,    13.5100
0050   ,元大台灣50   ,20100702,    35.2530
0052   ,富邦科技     ,20100702,    21.3478
0056   ,元大高股息   ,20100702,    13.6275
0050   ,元大台灣50   ,20100705,    35.9725
0052   ,富邦科技     ,20100705,    21.7631
0056   ,元大高股息   ,20100705,    13.7140
0050   ,元大台灣50   ,20100706,    36.6136
0052   ,富邦科技     ,20100706,    21.8578
0056   ,元大高股息   ,20100706,    13.9243
0050   ,元大台灣50   ,20100707,    36.5423
0052   ,富邦科技     ,20100707,    22.8414
0056   ,元大高股息   ,20100707,    13.9984
0050   ,元大台灣50   ,20100708,    37.0766
0052   ,富邦科技     ,20100708,    22.6957
0056   ,元大高股息   ,20100708,    14.1963
0050   ,元大台灣50   ,20100709,    37.2903
0052   ,富邦科技     ,20100709,    23.0235
0056   ,元大高股息   ,20100709,    14.2210
0050   ,元大台灣50   ,20100712,    37.2546
0052   ,富邦科技     ,20100712,    23.2421
0056   ,元大高股息   ,20100712,    14.2396
0050   ,元大台灣50   ,20100713,    37.1478
0052   ,富邦科技     ,20100713,    23.4607
0056   ,元大高股息   ,20100713,    14.2210
0050   ,元大台灣50   ,20100714,    37.8601
0052   ,富邦科技     ,20100714,    23.3733
0056   ,元大高股息   ,20100714,    14.3323
0050   ,元大台灣50   ,20100715,    37.9314
0052   ,富邦科技     ,20100715,    23.5190
0056   ,元大高股息   ,20100715,    14.3447
0050   ,元大台灣50   ,20100716,    37.6820
0052   ,富邦科技     ,20100716,    23.4316
0056   ,元大高股息   ,20100716,    14.3385
0050   ,元大台灣50   ,20100719,    37.5752
0052   ,富邦科技     ,20100719,    23.3150
0056   ,元大高股息   ,20100719,    14.3138
0050   ,元大台灣50   ,20100720,    37.8957
0052   ,富邦科技     ,20100720,    23.6064
0056   ,元大高股息   ,20100720,    14.4869
0050   ,元大台灣50   ,20100721,    37.6820
0052   ,富邦科技     ,20100721,    23.5408
0056   ,元大高股息   ,20100721,    14.4622
0050   ,元大台灣50   ,20100722,    37.7177
0052   ,富邦科技     ,20100722,    23.5408
0056   ,元大高股息   ,20100722,    14.3632
0050   ,元大台灣50   ,20100723,    38.2519
0052   ,富邦科技     ,20100723,    23.6428
0056   ,元大高股息   ,20100723,    14.5920
0050   ,元大台灣50   ,20100726,    38.3588
0052   ,富邦科技     ,20100726,    23.8614
0056   ,元大高股息   ,20100726,    14.5920
0050   ,元大台灣50   ,20100727,    38.1807
0052   ,富邦科技     ,20100727,    24.4079
0056   ,元大高股息   ,20100727,    14.7033
0050   ,元大台灣50   ,20100728,    38.5012
0052   ,富邦科技     ,20100728,    23.8687
0056   ,元大高股息   ,20100728,    14.8146
0050   ,元大台灣50   ,20100729,    38.5368
0052   ,富邦科技     ,20100729,    23.8760
0056   ,元大高股息   ,20100729,    14.8393
0050   ,元大台灣50   ,20100730,    38.3944
0052   ,富邦科技     ,20100730,    23.6356
0056   ,元大高股息   ,20100730,    14.7775
0050   ,元大台灣50   ,20100802,    39.1423
0052   ,富邦科技     ,20100802,    24.4224
0056   ,元大高股息   ,20100802,    14.9630
0050   ,元大台灣50   ,20100803,    39.3204
0052   ,富邦科技     ,20100803,    24.0509
0056   ,元大高股息   ,20100803,    14.9877
0050   ,元大台灣50   ,20100804,    39.2492
0052   ,富邦科技     ,20100804,    24.1164
0056   ,元大高股息   ,20100804,    14.9630
0050   ,元大台灣50   ,20100805,    39.2135
0052   ,富邦科技     ,20100805,    24.1893
0056   ,元大高股息   ,20100805,    14.9383
0050   ,元大台灣50   ,20100806,    39.3204
0052   ,富邦科技     ,20100806,    24.1893
0056   ,元大高股息   ,20100806,    14.9630
0050   ,元大台灣50   ,20100809,    39.5341
0052   ,富邦科技     ,20100809,    24.3787
0056   ,元大高股息   ,20100809,    15.0619
0050   ,元大台灣50   ,20100810,    39.4629
0052   ,富邦科技     ,20100810,    23.7886
0056   ,元大高股息   ,20100810,    15.0496
0050   ,元大台灣50   ,20100811,    38.9642
0052   ,富邦科技     ,20100811,    23.8979
0056   ,元大高股息   ,20100811,    14.8764
0050   ,元大台灣50   ,20100812,    38.6437
0052   ,富邦科技     ,20100812,    23.6793
0056   ,元大高股息   ,20100812,    14.7775
0050   ,元大台灣50   ,20100813,    39.0711
0052   ,富邦科技     ,20100813,    23.6793
0056   ,元大高股息   ,20100813,    14.9135
0050   ,元大台灣50   ,20100816,    39.1779
0052   ,富邦科技     ,20100816,    23.3878
0056   ,元大高股息   ,20100816,    14.9012
0050   ,元大台灣50   ,20100817,    39.1423
0052   ,富邦科技     ,20100817,    23.6866
0056   ,元大高股息   ,20100817,    14.9568
0050   ,元大台灣50   ,20100818,    38.9286
0052   ,富邦科技     ,20100818,    23.9561
0056   ,元大高股息   ,20100818,    15.1794
0050   ,元大台灣50   ,20100819,    39.1423
0052   ,富邦科技     ,20100819,    23.8979
0056   ,元大高股息   ,20100819,    15.1299
0050   ,元大台灣50   ,20100820,    39.1423
0052   ,富邦科技     ,20100820,    23.5336
0056   ,元大高股息   ,20100820,    15.2041
0050   ,元大台灣50   ,20100823,    39.3916
0052   ,富邦科技     ,20100823,    23.8906
0056   ,元大高股息   ,20100823,    15.3464
0050   ,元大台灣50   ,20100824,    39.1423
0052   ,富邦科技     ,20100824,    23.7521
0056   ,元大高股息   ,20100824,    15.3093
0050   ,元大台灣50   ,20100825,    38.4300
0052   ,富邦科技     ,20100825,    23.3150
0056   ,元大高股息   ,20100825,    14.9012
0050   ,元大台灣50   ,20100826,    38.1807
0052   ,富邦科技     ,20100826,    22.9434
0056   ,元大高股息   ,20100826,    14.9321
0050   ,元大台灣50   ,20100827,    38.3588
0052   ,富邦科技     ,20100827,    22.9142
0056   ,元大高股息   ,20100827,    14.9321
0050   ,元大台灣50   ,20100830,    38.5368
0052   ,富邦科技     ,20100830,    22.9142
0056   ,元大高股息   ,20100830,    15.0125
0050   ,元大台灣50   ,20100831,    37.9670
0052   ,富邦科技     ,20100831,    22.7758
0056   ,元大高股息   ,20100831,    14.7775
0050   ,元大台灣50   ,20100901,    38.2519
0052   ,富邦科技     ,20100901,    22.9361
0056   ,元大高股息   ,20100901,    14.8455
0050   ,元大台灣50   ,20100902,    38.4656
0052   ,富邦科技     ,20100902,    22.3824
0056   ,元大高股息   ,20100902,    14.9383
0050   ,元大台灣50   ,20100903,    38.8574
0052   ,富邦科技     ,20100903,    23.0527
0056   ,元大高股息   ,20100903,    15.0496
0050   ,元大台灣50   ,20100906,    39.1423
0052   ,富邦科技     ,20100906,    23.1693
0056   ,元大高股息   ,20100906,    15.0928
0050   ,元大台灣50   ,20100907,    39.0711
0052   ,富邦科技     ,20100907,    23.5190
0056   ,元大高股息   ,20100907,    15.0619
0050   ,元大台灣50   ,20100908,    38.9998
0052   ,富邦科技     ,20100908,    23.4607
0056   ,元大高股息   ,20100908,    14.9816
0050   ,元大台灣50   ,20100909,    38.9998
0052   ,富邦科技     ,20100909,    23.1110
0056   ,元大高股息   ,20100909,    15.1176
0050   ,元大台灣50   ,20100910,    39.3560
0052   ,富邦科技     ,20100910,    23.3660
0056   ,元大高股息   ,20100910,    15.1918
0050   ,元大台灣50   ,20100913,    40.4601
0052   ,富邦科技     ,20100913,    24.4006
0056   ,元大高股息   ,20100913,    15.4577
0050   ,元大台灣50   ,20100914,    40.6026
0052   ,富邦科技     ,20100914,    24.3350
0056   ,元大高股息   ,20100914,    15.5813
0050   ,元大台灣50   ,20100915,    40.7807
0052   ,富邦科技     ,20100915,    24.4370
0056   ,元大高股息   ,20100915,    15.6184
0050   ,元大台灣50   ,20100916,    40.3533
0052   ,富邦科技     ,20100916,    23.9124
0056   ,元大高股息   ,20100916,    15.6370
0050   ,元大台灣50   ,20100917,    40.8163
0052   ,富邦科技     ,20100917,    24.1310
0056   ,元大高股息   ,20100917,    15.6431
0050   ,元大台灣50   ,20100920,    40.7807
0052   ,富邦科技     ,20100920,    24.7576
0056   ,元大高股息   ,20100920,    15.6493
0050   ,元大台灣50   ,20100921,    40.8519
0052   ,富邦科技     ,20100921,    24.6629
0056   ,元大高股息   ,20100921,    15.6431
0050   ,元大台灣50   ,20100923,    40.8519
0052   ,富邦科技     ,20100923,    24.4807
0056   ,元大高股息   ,20100923,    15.6246
0050   ,元大台灣50   ,20100924,    40.6026
0052   ,富邦科技     ,20100924,    23.6793
0056   ,元大高股息   ,20100924,    15.5504
0050   ,元大台灣50   ,20100927,    40.9587
0052   ,富邦科技     ,20100927,    23.7521
0056   ,元大高股息   ,20100927,    15.6122
0050   ,元大台灣50   ,20100928,    40.8875
0052   ,富邦科技     ,20100928,    24.4589
0056   ,元大高股息   ,20100928,    15.5813
0050   ,元大台灣50   ,20100929,    41.1724
0052   ,富邦科技     ,20100929,    24.8232
0056   ,元大高股息   ,20100929,    15.6741
0050   ,元大台灣50   ,20100930,    41.1012
0052   ,富邦科技     ,20100930,    24.7357
0056   ,元大高股息   ,20100930,    15.6431
0050   ,元大台灣50   ,20101001,    41.1368
0052   ,富邦科技     ,20101001,    24.7357
0056   ,元大高股息   ,20101001,    15.6988
0050   ,元大台灣50   ,20101004,    41.1368
0052   ,富邦科技     ,20101004,    24.4079
0056   ,元大高股息   ,20101004,    15.7050
0050   ,元大台灣50   ,20101005,    40.8875
0052   ,富邦科技     ,20101005,    23.9343
0056   ,元大高股息   ,20101005,    15.7606
0050   ,元大台灣50   ,20101006,    41.1368
0052   ,富邦科技     ,20101006,    24.5900
0056   ,元大高股息   ,20101006,    15.9770
0050   ,元大台灣50   ,20101007,    41.2793
0052   ,富邦科技     ,20101007,    24.5900
0056   ,元大高股息   ,20101007,    15.9647
0050   ,元大台灣50   ,20101008,    41.0300
0052   ,富邦科技     ,20101008,    24.4079
0056   ,元大高股息   ,20101008,    15.9214
0050   ,元大台灣50   ,20101011,    40.5670
0052   ,富邦科技     ,20101011,    24.1966
0056   ,元大高股息   ,20101011,    15.8719
0050   ,元大台灣50   ,20101012,    40.0327
0052   ,富邦科技     ,20101012,    23.9561
0056   ,元大高股息   ,20101012,    15.7977
0050   ,元大台灣50   ,20101013,    40.2820
0052   ,富邦科技     ,20101013,    24.0727
0056   ,元大高股息   ,20101013,    15.7359
0050   ,元大台灣50   ,20101014,    40.9231
0052   ,富邦科技     ,20101014,    23.9707
0056   ,元大高股息   ,20101014,    16.0141
0050   ,元大台灣50   ,20101015,    40.8519
0052   ,富邦科技     ,20101015,    23.7448
0056   ,元大高股息   ,20101015,    16.1007
0050   ,元大台灣50   ,20101018,    40.0327
0052   ,富邦科技     ,20101018,    23.0600
0056   ,元大高股息   ,20101018,    15.7977
0050   ,元大台灣50   ,20101019,    39.9259
0052   ,富邦科技     ,20101019,    23.1693
0056   ,元大高股息   ,20101019,    15.7854
0050   ,元大台灣50   ,20101020,    40.3889
0052   ,富邦科技     ,20101020,    23.5044
0056   ,元大高股息   ,20101020,    15.9214
0050   ,元大台灣50   ,20101021,    40.4245
0052   ,富邦科技     ,20101021,    23.8250
0056   ,元大高股息   ,20101021,    15.9523
0050   ,元大台灣50   ,20101022,    40.6738
0052   ,富邦科技     ,20101022,    24.0436
0056   ,元大高股息   ,20101022,    15.9708
0050   ,元大台灣50   ,20101025,    41.5629
0052   ,富邦科技     ,20101025,    24.2621
0056   ,元大高股息   ,20101025,    16.1996
0050   ,元大台灣50   ,20101026,    41.7481
0052   ,富邦科技     ,20101026,    24.5754
0056   ,元大高股息   ,20101026,    16.3233
0050   ,元大台灣50   ,20101027,    41.5258
0052   ,富邦科技     ,20101027,    24.6993
0056   ,元大高股息   ,20101027,    16.2614
0050   ,元大台灣50   ,20101028,    41.8592
0052   ,富邦科技     ,20101028,    24.8450
0056   ,元大高股息   ,20101028,    16.2738
0050   ,元大台灣50   ,20101029,    41.4888
0052   ,富邦科技     ,20101029,    24.9179
0056   ,元大高股息   ,20101029,    16.2614
0050   ,元大台灣50   ,20101101,    42.0815
0052   ,富邦科技     ,20101101,    25.1219
0056   ,元大高股息   ,20101101,    16.3851
0050   ,元大台灣50   ,20101102,    42.0815
0052   ,富邦科技     ,20101102,    25.1729
0056   ,元大高股息   ,20101102,    16.3851
0050   ,元大台灣50   ,20101103,    42.0074
0052   ,富邦科技     ,20101103,    25.0345
0056   ,元大高股息   ,20101103,    16.2800
0050   ,元大台灣50   ,20101104,    42.2667
0052   ,富邦科技     ,20101104,    25.1583
0056   ,元大高股息   ,20101104,    16.3851
0050   ,元大台灣50   ,20101105,    42.7112
0052   ,富邦科技     ,20101105,    25.1073
0056   ,元大高股息   ,20101105,    16.6262
0050   ,元大台灣50   ,20101108,    42.6371
0052   ,富邦科技     ,20101108,    24.6192
0056   ,元大高股息   ,20101108,    16.7808
0050   ,元大台灣50   ,20101109,    42.7483
0052   ,富邦科技     ,20101109,    24.7722
0056   ,元大高股息   ,20101109,    16.7623
0050   ,元大台灣50   ,20101110,    42.7112
0052   ,富邦科技     ,20101110,    24.1601
0056   ,元大高股息   ,20101110,    16.6077
0050   ,元大台灣50   ,20101111,    42.6001
0052   ,富邦科技     ,20101111,    25.2093
0056   ,元大高股息   ,20101111,    16.6757
0050   ,元大台灣50   ,20101112,    41.7481
0052   ,富邦科技     ,20101112,    24.7722
0056   ,元大高股息   ,20101112,    16.5026
0050   ,元大台灣50   ,20101115,    41.5999
0052   ,富邦科技     ,20101115,    24.3350
0056   ,元大高股息   ,20101115,    16.2553
0050   ,元大台灣50   ,20101116,    42.0444
0052   ,富邦科技     ,20101116,    24.5682
0056   ,元大高股息   ,20101116,    16.3666
0050   ,元大台灣50   ,20101117,    41.8592
0052   ,富邦科技     ,20101117,    24.3350
0056   ,元大高股息   ,20101117,    16.2738
0050   ,元大台灣50   ,20101118,    41.9333
0052   ,富邦科技     ,20101118,    24.7649
0056   ,元大高股息   ,20101118,    16.3418
0050   ,元大台灣50   ,20101119,    41.9703
0052   ,富邦科技     ,20101119,    25.0636
0056   ,元大高股息   ,20101119,    16.4222
0050   ,元大台灣50   ,20101122,    42.4890
0052   ,富邦科技     ,20101122,    24.8815
0056   ,元大高股息   ,20101122,    16.5211
0050   ,元大台灣50   ,20101123,    42.1556
0052   ,富邦科技     ,20101123,    25.2967
0056   ,元大高股息   ,20101123,    16.4717
0050   ,元大台灣50   ,20101124,    42.1185
0052   ,富邦科技     ,20101124,    25.3040
0056   ,元大高股息   ,20101124,    16.4655
0050   ,元大台灣50   ,20101125,    42.3037
0052   ,富邦科技     ,20101125,    25.5008
0056   ,元大高股息   ,20101125,    16.5582
0050   ,元大台灣50   ,20101126,    42.0815
0052   ,富邦科技     ,20101126,    25.4206
0056   ,元大高股息   ,20101126,    16.3109
0050   ,元大台灣50   ,20101129,    42.1556
0052   ,富邦科技     ,20101129,    25.6538
0056   ,元大高股息   ,20101129,    16.4779
0050   ,元大台灣50   ,20101130,    42.3037
0052   ,富邦科技     ,20101130,    25.7193
0056   ,元大高股息   ,20101130,    16.5397
0050   ,元大台灣50   ,20101201,    42.9705
0052   ,富邦科技     ,20101201,    25.7339
0056   ,元大高股息   ,20101201,    16.8117
0050   ,元大台灣50   ,20101202,    43.3039
0052   ,富邦科技     ,20101202,    25.6829
0056   ,元大高股息   ,20101202,    17.0034
0050   ,元大台灣50   ,20101203,    43.7114
0052   ,富邦科技     ,20101203,    26.6738
0056   ,元大高股息   ,20101203,    16.9663
0050   ,元大台灣50   ,20101206,    43.8225
0052   ,富邦科技     ,20101206,    26.8122
0056   ,元大高股息   ,20101206,    17.0343
0050   ,元大台灣50   ,20101207,    43.7855
0052   ,富邦科技     ,20101207,    26.5864
0056   ,元大高股息   ,20101207,    17.0900
0050   ,元大台灣50   ,20101208,    43.7855
0052   ,富邦科技     ,20101208,    26.3386
0056   ,元大高股息   ,20101208,    17.0652
0050   ,元大台灣50   ,20101209,    44.2300
0052   ,富邦科技     ,20101209,    26.9579
0056   ,元大高股息   ,20101209,    17.0034
0050   ,元大台灣50   ,20101210,    43.9337
0052   ,富邦科技     ,20101210,    26.6592
0056   ,元大高股息   ,20101210,    16.7808
0050   ,元大台灣50   ,20101213,    44.0448
0052   ,富邦科技     ,20101213,    27.0599
0056   ,元大高股息   ,20101213,    16.8736
0050   ,元大台灣50   ,20101214,    43.9337
0052   ,富邦科技     ,20101214,    27.1765
0056   ,元大高股息   ,20101214,    16.8488
0050   ,元大台灣50   ,20101215,    44.1559
0052   ,富邦科技     ,20101215,    26.8268
0056   ,元大高股息   ,20101215,    16.9045
0050   ,元大台灣50   ,20101216,    44.2300
0052   ,富邦科技     ,20101216,    26.8924
0056   ,元大高股息   ,20101216,    16.9849
0050   ,元大台灣50   ,20101217,    44.6004
0052   ,富邦科技     ,20101217,    27.3004
0056   ,元大高股息   ,20101217,    16.9910
0050   ,元大台灣50   ,20101220,    44.3782
0052   ,富邦科技     ,20101220,    26.8851
0056   ,元大高股息   ,20101220,    16.8365
0050   ,元大台灣50   ,20101221,    44.4893
0052   ,富邦科技     ,20101221,    27.1037
0056   ,元大高股息   ,20101221,    16.9849
0050   ,元大台灣50   ,20101222,    44.4893
0052   ,富邦科技     ,20101222,    26.9579
0056   ,元大高股息   ,20101222,    17.0962
0050   ,元大台灣50   ,20101223,    44.7857
0052   ,富邦科技     ,20101223,    27.1401
0056   ,元大高股息   ,20101223,    17.2507
0050   ,元大台灣50   ,20101224,    44.6004
0052   ,富邦科技     ,20101224,    27.1692
0056   ,元大高股息   ,20101224,    17.2322
0050   ,元大台灣50   ,20101227,    44.7857
0052   ,富邦科技     ,20101227,    27.1619
0056   ,元大高股息   ,20101227,    17.2507
0050   ,元大台灣50   ,20101228,    44.7116
0052   ,富邦科技     ,20101228,    27.1765
0056   ,元大高股息   ,20101228,    17.2507
0050   ,元大台灣50   ,20101229,    44.8227
0052   ,富邦科技     ,20101229,    26.5354
0056   ,元大高股息   ,20101229,    17.0652
0050   ,元大台灣50   ,20101230,    45.0450
0052   ,富邦科技     ,20101230,    27.0381
0056   ,元大高股息   ,20101230,    17.1271
0050   ,元大台灣50   ,20101231,    45.4895
0052   ,富邦科技     ,20101231,    26.9652
0056   ,元大高股息   ,20101231,    17.2013
0050   ,元大台灣50   ,20110103,    45.5265
0052   ,富邦科技     ,20110103,    27.1692
0056   ,元大高股息   ,20110103,    17.3682
0050   ,元大台灣50   ,20110104,    45.4154
0052   ,富邦科技     ,20110104,    27.2494
0056   ,元大高股息   ,20110104,    17.5290
0050   ,元大台灣50   ,20110105,    44.6745
0052   ,富邦科技     ,20110105,    26.4916
0056   ,元大高股息   ,20110105,    17.3435
0050   ,元大台灣50   ,20110106,    44.6004
0052   ,富邦科技     ,20110106,    28.3423
0056   ,元大高股息   ,20110106,    17.4362
0050   ,元大台灣50   ,20110107,    44.1930
0052   ,富邦科技     ,20110107,    27.5408
0056   ,元大高股息   ,20110107,    17.3126
0050   ,元大台灣50   ,20110110,    44.3411
0052   ,富邦科技     ,20110110,    27.0308
0056   ,元大高股息   ,20110110,    17.2260
0050   ,元大台灣50   ,20110111,    45.0820
0052   ,富邦科技     ,20110111,    26.9652
0056   ,元大高股息   ,20110111,    17.3620
0050   ,元大台灣50   ,20110112,    45.2672
0052   ,富邦科技     ,20110112,    26.9725
0056   ,元大高股息   ,20110112,    17.4053
0050   ,元大台灣50   ,20110113,    45.2302
0052   ,富邦科技     ,20110113,    27.0672
0056   ,元大高股息   ,20110113,    17.3435
0050   ,元大台灣50   ,20110114,    45.1931
0052   ,富邦科技     ,20110114,    27.1401
0056   ,元大高股息   ,20110114,    17.3126
0050   ,元大台灣50   ,20110117,    45.0820
0052   ,富邦科技     ,20110117,    27.1401
0056   ,元大高股息   ,20110117,    17.3435
0050   ,元大台灣50   ,20110118,    45.4524
0052   ,富邦科技     ,20110118,    27.3150
0056   ,元大高股息   ,20110118,    17.3868
0050   ,元大台灣50   ,20110119,    45.9710
0052   ,富邦科技     ,20110119,    27.6865
0056   ,元大高股息   ,20110119,    17.5599
0050   ,元大台灣50   ,20110120,    45.6747
0052   ,富邦科技     ,20110120,    27.6720
0056   ,元大高股息   ,20110120,    17.5290
0050   ,元大台灣50   ,20110121,    45.1931
0052   ,富邦科技     ,20110121,    27.2712
0056   ,元大高股息   ,20110121,    17.4362
0050   ,元大台灣50   ,20110124,    45.1561
0052   ,富邦科技     ,20110124,    27.2348
0056   ,元大高股息   ,20110124,    17.2940
0050   ,元大台灣50   ,20110125,    45.5265
0052   ,富邦科技     ,20110125,    27.4825
0056   ,元大高股息   ,20110125,    17.4486
0050   ,元大台灣50   ,20110126,    45.9340
0052   ,富邦科技     ,20110126,    27.6720
0056   ,元大高股息   ,20110126,    17.4115
0050   ,元大台灣50   ,20110127,    46.2674
0052   ,富邦科技     ,20110127,    27.5991
0056   ,元大高股息   ,20110127,    17.4362
0050   ,元大台灣50   ,20110128,    46.6749
0052   ,富邦科技     ,20110128,    28.0508
0056   ,元大高股息   ,20110128,    17.3929
0050   ,元大台灣50   ,20110208,    46.3785
0052   ,富邦科技     ,20110208,    27.1255
0056   ,元大高股息   ,20110208,    17.3929
0050   ,元大台灣50   ,20110209,    45.9340
0052   ,富邦科技     ,20110209,    27.1109
0056   ,元大高股息   ,20110209,    17.3744
0050   ,元大台灣50   ,20110210,    45.0820
0052   ,富邦科技     ,20110210,    26.3095
0056   ,元大高股息   ,20110210,    17.0405
0050   ,元大台灣50   ,20110211,    43.6373
0052   ,富邦科技     ,20110211,    25.7922
0056   ,元大高股息   ,20110211,    16.5830
0050   ,元大台灣50   ,20110214,    44.0077
0052   ,富邦科技     ,20110214,    26.1565
0056   ,元大高股息   ,20110214,    16.6943
0050   ,元大台灣50   ,20110215,    44.2670
0052   ,富邦科技     ,20110215,    26.4406
0056   ,元大高股息   ,20110215,    16.9416
0050   ,元大台灣50   ,20110216,    44.3411
0052   ,富邦科技     ,20110216,    26.4771
0056   ,元大高股息   ,20110216,    16.8550
0050   ,元大台灣50   ,20110217,    44.1930
0052   ,富邦科技     ,20110217,    26.8851
0056   ,元大高股息   ,20110217,    16.7561
0050   ,元大台灣50   ,20110218,    44.9338
0052   ,富邦科技     ,20110218,    26.1201
0056   ,元大高股息   ,20110218,    16.9725
0050   ,元大台灣50   ,20110221,    44.9338
0052   ,富邦科技     ,20110221,    26.3532
0056   ,元大高股息   ,20110221,    16.9416
0050   ,元大台灣50   ,20110222,    44.3411
0052   ,富邦科技     ,20110222,    25.9743
0056   ,元大高股息   ,20110222,    16.6324
0050   ,元大台灣50   ,20110223,    43.7114
0052   ,富邦科技     ,20110223,    25.2967
0056   ,元大高股息   ,20110223,    16.6633
0050   ,元大台灣50   ,20110224,    43.7114
0052   ,富邦科技     ,20110224,    25.5518
0056   ,元大高股息   ,20110224,    16.5150
0050   ,元大台灣50   ,20110225,    44.0818
0052   ,富邦科技     ,20110225,    25.8140
0056   ,元大高股息   ,20110225,    16.7561
0050   ,元大台灣50   ,20110301,    44.4152
0052   ,富邦科技     ,20110301,    26.0399
0056   ,元大高股息   ,20110301,    16.8798
0050   ,元大台灣50   ,20110302,    44.0448
0052   ,富邦科技     ,20110302,    26.4261
0056   ,元大高股息   ,20110302,    16.4531
0050   ,元大台灣50   ,20110303,    44.6004
0052   ,富邦科技     ,20110303,    26.4334
0056   ,元大高股息   ,20110303,    16.5521
0050   ,元大台灣50   ,20110304,    44.9338
0052   ,富邦科技     ,20110304,    26.3751
0056   ,元大高股息   ,20110304,    16.4964
0050   ,元大台灣50   ,20110307,    44.6004
0052   ,富邦科技     ,20110307,    26.0472
0056   ,元大高股息   ,20110307,    16.3604
0050   ,元大台灣50   ,20110308,    44.6375
0052   ,富邦科技     ,20110308,    26.6082
0056   ,元大高股息   ,20110308,    16.4779
0050   ,元大台灣50   ,20110309,    44.6004
0052   ,富邦科技     ,20110309,    26.6082
0056   ,元大高股息   ,20110309,    16.4160
0050   ,元大台灣50   ,20110310,    44.0818
0052   ,富邦科技     ,20110310,    26.1419
0056   ,元大高股息   ,20110310,    16.2614
0050   ,元大台灣50   ,20110311,    43.6003
0052   ,富邦科技     ,20110311,    25.7193
0056   ,元大高股息   ,20110311,    16.1749
0050   ,元大台灣50   ,20110314,    43.5632
0052   ,富邦科技     ,20110314,    25.4206
0056   ,元大高股息   ,20110314,    16.0760
0050   ,元大台灣50   ,20110315,    42.6001
0052   ,富邦科技     ,20110315,    24.2039
0056   ,元大高股息   ,20110315,    15.4638
0050   ,元大台灣50   ,20110316,    42.4519
0052   ,富邦科技     ,20110316,    24.7649
0056   ,元大高股息   ,20110316,    15.8286
0050   ,元大台灣50   ,20110317,    42.4519
0052   ,富邦科技     ,20110317,    24.4516
0056   ,元大高股息   ,20110317,    15.7668
0050   ,元大台灣50   ,20110318,    42.7853
0052   ,富邦科技     ,20110318,    24.6192
0056   ,元大高股息   ,20110318,    15.9399
0050   ,元大台灣50   ,20110321,    43.0446
0052   ,富邦科技     ,20110321,    25.2603
0056   ,元大高股息   ,20110321,    15.9770
0050   ,元大台灣50   ,20110322,    43.2669
0052   ,富邦科技     ,20110322,    25.2603
0056   ,元大高股息   ,20110322,    15.9832
0050   ,元大台灣50   ,20110323,    43.3410
0052   ,富邦科技     ,20110323,    24.8523
0056   ,元大高股息   ,20110323,    16.0698
0050   ,元大台灣50   ,20110324,    43.5262
0052   ,富邦科技     ,20110324,    25.6319
0056   ,元大高股息   ,20110324,    16.1934
0050   ,元大台灣50   ,20110325,    43.9707
0052   ,富邦科技     ,20110325,    25.7193
0056   ,元大高股息   ,20110325,    16.2924
0050   ,元大台灣50   ,20110328,    43.8225
0052   ,富邦科技     ,20110328,    25.5736
0056   ,元大高股息   ,20110328,    16.1378
0050   ,元大台灣50   ,20110329,    43.8966
0052   ,富邦科技     ,20110329,    25.3915
0056   ,元大高股息   ,20110329,    16.3233
0050   ,元大台灣50   ,20110330,    44.1559
0052   ,富邦科技     ,20110330,    25.4352
0056   ,元大高股息   ,20110330,    16.3480
0050   ,元大台灣50   ,20110331,    44.1189
0052   ,富邦科技     ,20110331,    25.6756
0056   ,元大高股息   ,20110331,    16.2614
0050   ,元大台灣50   ,20110401,    44.3411
0052   ,富邦科技     ,20110401,    25.6756
0056   ,元大高股息   ,20110401,    16.2614
0050   ,元大台灣50   ,20110406,    45.3043
0052   ,富邦科技     ,20110406,    26.1638
0056   ,元大高股息   ,20110406,    16.4408
0050   ,元大台灣50   ,20110407,    45.4154
0052   ,富邦科技     ,20110407,    26.8851
0056   ,元大高股息   ,20110407,    16.4902
0050   ,元大台灣50   ,20110408,    45.2672
0052   ,富邦科技     ,20110408,    26.1783
0056   ,元大高股息   ,20110408,    16.5273
0050   ,元大台灣50   ,20110411,    45.2672
0052   ,富邦科技     ,20110411,    25.7558
0056   ,元大高股息   ,20110411,    16.5459
0050   ,元大台灣50   ,20110412,    44.4893
0052   ,富邦科技     ,20110412,    25.6465
0056   ,元大高股息   ,20110412,    16.4408
0050   ,元大台灣50   ,20110413,    44.7486
0052   ,富邦科技     ,20110413,    26.5936
0056   ,元大高股息   ,20110413,    16.3851
0050   ,元大台灣50   ,20110414,    44.7116
0052   ,富邦科技     ,20110414,    25.6829
0056   ,元大高股息   ,20110414,    16.4779
0050   ,元大台灣50   ,20110415,    44.1930
0052   ,富邦科技     ,20110415,    25.6902
0056   ,元大高股息   ,20110415,    16.4160
0050   ,元大台灣50   ,20110418,    44.1189
0052   ,富邦科技     ,20110418,    25.2822
0056   ,元大高股息   ,20110418,    16.3851
