公司	簡稱	年/月	  現金及約當現金	  透過損益按公允價值衡量之金融資產－流動	  合約資產－流動	  應收帳款及票據	  其他應收款	  資金貸予他人－流動	  存貨	  待出售非流動資產	  當期所得稅資產－流動	流動資產	  按攤銷後成本衡量之金融資產－非流動	  採權益法之長期股權投資	  預付投資款	  不動產廠房及設備	  商譽及無形資產合計	    遞延所得稅資產	    投資性不動產淨額	  其他非流動資產	非流動資產	資產總額	  短期借款	  透過損益按公允價值衡量之金融負債－流動	  合約負債－流動	  應付帳款及票據	  其他應付款	  當期所得稅負債	  與待出售非流動資產直接相關之負債	  一年內到期長期負債	流動負債	  透過損益按公允價值衡量之金融負債－非流動	  應付公司債－非流動	  銀行借款－非流動	  負債準備－非流動	  應計退休金負債	  遞延所得稅	非流動負債	負債總額	  股本	  資本公積合計	    法定盈餘公積	    特別盈餘公積	    未分配盈餘	  保留盈餘	  其他權益	  庫藏股票帳面值	母公司股東權益合計	共同控制下前手權益	合併前非屬共同控制股權	非控制權益	股東權益總額	負債及股東權益總額
1103   	嘉泥         	201403	     3291138	     1936040	           0	      649807	       85363	       34672	     1342103	           0	        5549	    12767191	           0	     1157959	           0	     3539998	           0	      199339	     6793263	     8477029	    21301587	    34068778	     1418828	         447	       71218	      617846	      180913	       63082	           0	     1825402	     4411382	           0	           0	     5971515	           0	       82140	     1626143	     8163488	    12574870	     7768285	      450521	     1830635	     2715793	     4571245	     9117673	     3282956	    -1149426	    19470009	           0	           0	     2023899	    21493908	    34068778
1101   	台泥         	201406	    29177252	      175677	           0	    24887122	     1769808	      277943	    10115835	           0	           0	    89163129	           0	     7845242	           0	   106252824	    19155139	           0	     6032636	    52633522	   191450443	   280613572	    18931653	           0	     2883757	     8812275	    18364708	     1468259	           0	    25215700	    81190613	           0	           0	    41520619	           0	      288507	     9802019	    51926594	   133117207	    36921759	    12227447	    11728778	    13051193	    19022421	    43802392	    14928773	           0	   107880371	           0	           0	    39615994	   147496365	   280613572
1102   	亞泥         	201406	     7918436	      670597	           0	    19201891	     6631883	           0	     8508625	           0	        1202	    62134910	      205484	    65746947	           0	    67356408	     5247928	      364588	    32377796	    50151768	   203535444	   265670354	    19131996	     1068709	      735197	    11981572	     8947152	      633308	           0	    11898188	    62611733	           0	    20052060	    26612439	      640168	      181636	     5760739	    54799051	   117410784	    33614472	     1103147	    13251715	    59505623	    17995304	    90752642	     5251957	           0	   130722218	           0	           0	    17537352	   148259570	   265670354
1103   	嘉泥         	201406	     2525559	     1800959	           0	      393380	      140090	      159587	     1574644	           0	        5162	    12823227	           0	     1130270	           0	     3440667	           0	      180537	     7850654	     9614364	    20648812	    33472039	     2187333	         324	       23174	      568646	      995516	       49010	           0	     1850425	     6477182	           0	           0	     6073287	       20471	       81783	     1543233	     8203210	    14680392	     7768285	      450521	     1957842	     2418255	     4000410	     8376507	     1440954	    -1149426	    16886841	           0	           0	     1904806	    18791647	    33472039
1101   	台泥         	201409	    27917164	      176032	           0	    27198035	     1430499	      320062	    10197101	           0	           0	    89472928	           0	     8331553	           0	   106972592	    19321443	           0	     6026963	    52890655	   193149997	   282622925	    27455949	           0	     3476283	     8668752	     8424316	     1443139	           0	    22308419	    78920574	           0	           0	    38750230	           0	      284462	     9889494	    50291316	   129211890	    36921759	    12226214	    11728778	    13051193	    22238255	    47018226	    15333991	           0	   111500190	           0	           0	    41910845	   153411035	   282622925
1102   	亞泥         	201409	     8000913	      857516	           0	    18997740	     2926987	           0	     8843802	           0	        2918	    57967112	      144279	    67727011	           0	    67653241	     5311323	      375751	    32611493	    50294687	   206017357	   263984469	    21847589	      986714	      858247	    10258832	     1627011	      471541	           0	    12415799	    60537507	           0	    20358329	    22918149	      274596	      179876	     5873208	    51289386	   111826893	    33614472	     1073113	    13251715	    59505623	    20015029	    92772367	     6354884	           0	   133814836	           0	           0	    18342740	   152157576	   263984469
1103   	嘉泥         	201409	     2868579	     1706989	           0	      510375	       89591	      150988	     1117994	           0	        5162	    12611511	           0	     1097032	           0	     3423294	           0	      172035	     8373345	    10339053	    21294423	    33905934	     3034167	         174	       44616	      612592	      181861	       40087	           0	     1521272	     6052018	           0	           0	     6553485	       18954	       80370	     1572831	     8718498	    14770516	     7768285	      570096	     1957842	     2418255	     4154248	     8530345	     1482946	    -1149426	    17202246	           0	           0	     1933172	    19135418	    33905934
1101   	台泥         	201412	    30514042	      176865	           0	    26543620	     2150436	     1962202	    10470879	           0	           0	    96605816	           0	     7671335	     2120380	   108445563	    19542637	      696336	     6021296	    52093201	   196138016	   292743832	    22975404	           0	     2911537	     7267782	     8406652	     2226142	           0	    18347393	    68632044	           0	           0	    50457481	           0	      294307	    10078645	    62094107	   130726151	    36921759	    12225528	    11728778	    13050654	    24750795	    49530227	    19281356	           0	   117958870	           0	           0	    44058811	   162017681	   292743832
1102   	亞泥         	201412	    12739834	      743682	           0	    20154888	     2633755	           0	     9416977	           0	        1251	    70558875	      152468	    69755589	           0	    70586382	     5485677	      464876	    33351639	    51018484	   212260180	   282819055	    22816222	      561086	      674389	    10010006	      919929	      593984	           0	    16162537	    64989203	           0	    20954895	    26183195	      306021	      190518	     6827330	    56102626	   121091829	    33614472	     1073920	    13251715	    59505623	    22106583	    94863921	    12281251	           0	   141833564	           0	           0	    19893662	   161727226	   282819055
1103   	嘉泥         	201412	     3163688	     1671024	           0	      578836	      103463	      210017	     1148184	      147940	       14173	    12878015	           0	     1097147	           0	     3085890	           0	      219201	     8317724	     9952758	    20788464	    33666479	     1057801	           0	       41346	      629997	      226947	       44355	           0	     1121272	     3366245	           0	           0	     9096887	           0	       88703	     1633163	    11018176	    14384421	     7768285	      570096	     1957842	     2418255	     4014328	     8390425	     1774583	    -1149426	    17353963	           0	           0	     1928095	    19282058	    33666479
1101   	台泥         	201503	    31406216	      146388	           0	    21758400	     1900085	     1260243	     9976103	           0	           0	    92471096	           0	     7779030	           0	   110651850	    19879896	           0	     6014636	    53353944	   197311739	   289782835	    26352924	           0	     2799819	     6927581	     8261256	     1597080	           0	    17427542	    69579858	           0	           0	    46330613	           0	      285564	    10173593	    57983520	   127563378	    36921759	    12225234	    11728778	    13050654	    25559573	    50339005	    18821699	           0	   118307697	           0	           0	    43911760	   162219457	   289782835
1102   	亞泥         	201503	    10953430	      697518	           0	    18470659	     2822819	           0	     9759575	           0	        4592	    75530943	      150510	    70783859	           0	    69163983	     5404921	      448016	    33512898	    51014465	   212096147	   287627090	    23091087	      547028	      722535	     8393353	      908636	      555143	           0	    16137001	    67410775	           0	    19571451	    24439864	      312759	      191072	     6911988	    52981529	   120392304	    33614472	     1073920	    13251715	    59505623	    23591169	    96348507	    16468033	           0	   147504932	           0	           0	    19729854	   167234786	   287627090
1103   	嘉泥         	201503	     3152757	     1722900	           0	      367799	       88381	      192921	     1142911	           0	       14226	    12473368	           0	     1008126	           0	     2975333	           0	      219753	     8286434	     9903964	    20103882	    32577250	     1832998	           0	       35317	      387242	      155450	       47776	           0	      801272	     3618876	           0	           0	     8463311	           0	       88352	     1553295	    10309882	    13928758	     7768285	      570103	     1957842	     2418255	     3826548	     8202645	     1340053	    -1149426	    16731660	           0	           0	     1916832	    18648492	    32577250
1101   	台泥         	201506	    35848634	      145919	           0	    21357337	     2288234	      449311	     9795623	           0	           0	    95602989	           0	     7565075	           0	   116103732	    21768685	           0	     6007919	    52974087	   204276458	   299879447	    23599288	           0	     2953886	     8810661	    20038258	     1060679	           0	    16650117	    78918446	           0	           0	    57936547	           0	      275535	    10670566	    69995144	   148913590	    36921759	    12225088	    12811665	    13050654	    17526297	    43388616	    17090614	           0	   109626077	           0	           0	    41339780	   150965857	   299879447
1102   	亞泥         	201506	    11887636	      618251	           0	    17863084	     6587117	           0	     9422919	           0	        4347	    63739987	      159862	    68088430	           0	    67967681	     5309534	      428188	    33764403	    50959380	   220492110	   284232097	    23188400	      212549	      636864	     8825108	     8591027	      367338	           0	    18864392	    74595444	           0	     8000000	    33753133	      311015	      190559	     6905976	    50687601	   125283045	    33614472	     1073920	    14187878	    61118749	    16534862	    91841489	    13366914	           0	   139896795	           0	           0	    19052257	   158949052	   284232097
1103   	嘉泥         	201506	     3544104	     1606690	           0	      298375	       67135	       86833	     1161759	      192061	        9879	    12691630	           0	     1006086	           0	     2928776	           0	      149238	     8074033	     9560429	    18643144	    31334774	     1403586	           0	      156396	      314171	      420832	       15664	           0	      801272	     3318057	           0	           0	     8943908	           0	       88025	     1543036	    10780748	    14098805	     7768285	      570103	     1959476	     2409016	     3709386	     8077878	      130664	    -1149426	    15397504	           0	           0	     1838465	    17235969	    31334774
1101   	台泥         	201509	    35931378	      148581	           0	    19703043	      799201	      571172	     9248095	           0	           0	    90814601	           0	     8054261	           0	   116584284	    22935744	           0	     6002866	    53474672	   205934003	   296748604	    29597568	           0	     3448183	     7021456	     8507552	      793415	           0	    15095365	    70796103	           0	           0	    56537977	           0	      275396	    10471711	    68313122	   139109225	    36921759	    12310531	    12811665	    13050654	    18475042	    44337361	    15886581	           0	   109456232	           0	           0	    48183147	   157639379	   296748604
1102   	亞泥         	201509	    20913228	     1052696	           0	    17412337	     3392050	           0	     8456608	           0	       10397	    65456341	      169195	    69598426	           0	    68587151	     5400851	      539504	    33840345	    50980223	   222501014	   287957355	    22235833	       24707	      835362	     8480151	      771115	      335585	           0	    19401307	    69800135	           0	     8000000	    40720232	      318104	      190992	     6985081	    57703783	   127503918	    33614472	     1096249	    14187878	    61118749	    16594067	    91900694	    14656162	           0	   141267577	           0	           0	    19185860	   160453437	   287957355
1103   	嘉泥         	201509	     1532288	     1266695	           0	      226123	       60171	      204431	     1192776	      192061	       10391	    12540833	           0	     1003734	           0	     2737527	           0	      143454	     8149672	     9736885	    17057890	    29598723	      975174	           0	      265869	      334505	      334018	        8578	           0	      627500	     2670342	           0	           0	    10967165	           0	       98564	     1573267	    12838356	    15508698	     7768285	      605975	     1959476	     2392109	     3404593	     7756178	    -2592510	    -1163291	    12374637	           0	           0	     1715388	    14090025	    29598723
1101   	台泥         	201512	    38977360	      147113	           0	    20212952	      781245	      551198	     8941127	           0	           0	    90593376	           0	     8013265	           0	   113310134	    22607552	     1083774	     5996536	    52645110	   202472979	   293066355	    22325389	           0	     3119316	     7081053	     8935660	     1214642	           0	    19133616	    68083832	           0	           0	    57986194	           0	      287238	    10268560	    69498271	   137582103	    36921759	    12309615	    12811665	    13050495	    19710897	    45573057	    13238554	           0	   108042985	           0	           0	    47441267	   155484252	   293066355
1102   	亞泥         	201512	    11024089	     1030970	           0	    17147041	     2924090	           0	     7318610	           0	        3922	    52844285	      165949	    68784137	           0	    67264573	     5304367	      750251	    34629764	    50878951	   217232924	   270077209	    18677761	           0	      692442	     8454185	      759456	      466164	           0	    22719449	    65223927	           0	     8000000	    32164684	      322268	      195835	     7817183	    49999090	   115223017	    33614472	     1155643	    14187878	    61112646	    16251812	    91552336	     9576422	           0	   135898873	           0	           0	    18955319	   154854192	   270077209
1103   	嘉泥         	201512	     1829306	      488242	           0	      312513	       41680	      157791	     1229687	           0	        9801	    10683575	           0	     1061845	           0	     2336208	           0	      129632	     8139165	     9916633	    16699467	    27383042	      312817	           0	       16435	      454800	      182613	       19267	           0	      540000	     1526371	           0	           0	    10116104	           0	       62838	     1437684	    11810325	    13336696	     7768285	      605975	     1959476	     2346051	     4067819	     8373346	    -3201522	    -1170260	    12375824	           0	           0	     1670522	    14046346	    27383042
1101   	台泥         	201603	    31747040	      146462	           0	    15126668	      623785	      548660	     8485209	           0	           0	    78482102	           0	     7927247	           0	   110936901	    22341314	           0	     5989824	    54140958	   200347937	   278830039	    20205800	           0	     3145066	     5982644	     7252683	     1340178	           0	    18910980	    64818835	           0	           0	    47773790	           0	      275482	    10298826	    59260936	   124079771	    36921759	    12309615	    12811665	    13050495	    19931892	    45794052	    12684034	           0	   107709460	           0	           0	    47040808	   154750268	   278830039
1102   	亞泥         	201603	    10388866	      865875	           0	    14595460	     2946131	           0	     7034327	           0	       83306	    48453008	      164460	    67500351	           0	    65759665	     5211596	     1032899	    34771996	    50837180	   207240042	   255693050	    17587963	           0	      814979	     7666097	      574188	      494390	           0	    16346942	    58894214	           0	     8000000	    32972493	      324489	      193407	     7768081	    50688489	   109582703	    33614472	     1155643	    14187878	    61104554	    16457090	    91749522	      871496	           0	   127391133	           0	           0	    18719214	   146110347	   255693050
1103   	嘉泥         	201603	     2196270	      477381	           0	      223383	       36846	      246797	     1195874	           0	       10050	    10270628	           0	     1046822	           0	     2266830	           0	      122554	     8191575	     9954026	    16545849	    26816477	      330554	           0	       13818	      363032	      161857	       15825	           0	      568000	     1515478	           0	           0	     9646517	           0	       62525	     1412443	    11316666	    12832144	     7747805	      605621	     1959476	     2346051	     3879199	     8184726	    -3079840	    -1149426	    12308886	           0	           0	     1675447	    13984333	    26816477
1101   	台泥         	201606	    26182757	      146656	           0	    17107837	      913977	      534646	     8314191	           0	           0	    72814811	           0	     7724871	           0	   107998519	    21978037	           0	     5983608	    53517951	   195962510	   268777321	    15749372	           0	     2938293	     6804530	    12042103	      877862	           0	    14469773	    58857466	           0	           0	    51772729	           0	      239952	    10297263	    63147112	   122004578	    36921759	    12309615	    13389264	    13050495	    16447444	    42887203	    10215827	           0	   102334404	           0	           0	    44438339	   146772743	   268777321
1102   	亞泥         	201606	     7509140	      355673	           0	    14631648	     5402200	           0	     6869715	           0	         674	    44972783	      161139	    65301155	           0	    63492994	     5082397	      872894	    34790232	    51223198	   201356806	   246329589	    26157907	           0	      725919	     7987492	     4467923	      272326	           0	     3087696	    61818500	           0	     8094063	    26310898	      317066	      187632	     7553906	    43873353	   105691853	    33614472	     1155723	    14673903	    62263167	    12300023	    89237093	    -1394228	           0	   122613060	           0	           0	    18024676	   140637736	   246329589
1103   	嘉泥         	201606	     1966432	      436050	           0	      267496	       50139	      242361	     1156905	           0	         842	    10066494	           0	     1013697	           0	     2201172	           0	      135600	     8299561	    10011213	    16237515	    26304009	      424290	           0	       28792	      476747	      229915	       34383	           0	     1571566	     2884177	           0	           0	     8415610	           0	       62170	     1406879	    10077093	    12961270	     7747805	      605621	     1981627	     3508335	     2550895	     8040857	    -3550134	    -1149426	    11694723	           0	           0	     1648016	    13342739	    26304009
1101   	台泥         	201609	    27229371	      162966	           0	    16940658	      654323	      517873	     8221800	           0	           0	    74178175	           0	     7724396	           0	   104145693	    21389833	           0	     5976780	    52802568	   190899771	   265077946	    21325725	           0	     3693223	     6650515	     7159521	      795600	           0	    14575718	    61983521	           0	           0	    46359096	           0	      191831	    10271611	    57636521	   119620042	    36921759	    13534162	    13389264	    13050495	    18768736	    45208495	     9511612	           0	   105176028	           0	           0	    40281876	   145457904	   265077946
1102   	亞泥         	201609	     5620949	      360146	           0	    14257669	     2924586	           0	     6215531	           0	       12348	    41216329	      157824	    64904723	        2101	    60475826	     4950551	      878881	    34837656	    50960083	   197310910	   238527239	    22624852	           0	      787087	     7338465	      551250	      253508	           0	     3696077	    51580408	           0	    14091664	    24151070	      322755	      184062	     7525028	    47627893	    99208301	    33614472	     1167204	    14673903	    62263167	    13256978	    90194048	    -3414094	           0	   121561630	           0	           0	    17757308	   139318938	   238527239
1103   	嘉泥         	201609	     2121020	      345705	           0	      219159	       45722	      224328	     1063506	           0	         842	     8638868	           0	      995528	           0	     2156601	           0	      127124	     8282173	     9968303	    17312584	    25951452	      318270	           0	       60587	      376448	      146674	       37714	           0	     1128872	     2134150	           0	           0	     6317536	           0	       61728	     1355662	     7925507	    10059657	     7747805	      617579	     1981627	     3508335	     2686366	     8176328	    -1246523	    -1149426	    14145763	           0	           0	     1746032	    15891795	    25951452
1101   	台泥         	201612	    28179758	      148488	           0	    19929687	      814569	      138266	     8893965	           0	           0	    77884012	           0	     7444947	           0	   101799766	    21175282	      915502	     6073056	    52988596	   189104684	   266988696	    20635324	           0	     3352902	     7899677	     7732857	     1324329	           0	     8163950	    55104919	           0	           0	    53342059	           0	      184115	    10213967	    64487106	   119592025	    36921759	    13534162	    13389264	    13050484	    20897776	    47337524	     8974606	           0	   106768051	           0	           0	    40628620	   147396671	   266988696
1102   	亞泥         	201612	     7450006	      327875	           0	    14524858	     2740861	           0	     6920598	           0	       25222	    42148568	      151846	    65435100	        4247	    58832486	     4866642	      861406	    35281745	    51059290	   196322217	   238470785	    18900622	           0	      785952	     7328265	      545698	      429732	           0	      825563	    40857530	           0	    14094681	    32842810	      327662	      167129	     8137817	    56950034	    97807564	    33614472	     1167881	    14673903	    62119922	    14805588	    91599413	    -3718689	           0	   122663077	           0	           0	    18000144	   140663221	   238470785
1103   	嘉泥         	201612	     2341044	      361430	           0	      375072	     1198248	      176280	      806951	           0	        1225	     9443483	           0	      977608	           0	     2026241	           0	      104258	     8684752	     9620322	    16685434	    26128917	      332240	           0	       37490	      323478	      396687	      107646	           0	      783409	     1981486	           0	           0	     6786374	           0	       43511	     1318544	     8334173	    10315659	     7747805	      617579	     1981627	     3508335	     2845461	     8335423	    -1447600	    -1149426	    14103781	           0	           0	     1709477	    15813258	    26128917
1101   	台泥         	201703	    25012886	      144582	           0	    19663454	      605343	      132112	     8605274	           0	           0	    76640360	           0	     7225397	           0	    97239324	    20413613	           0	     6065452	    53070723	   182905418	   259545778	    20237135	           0	     3631905	     7345583	     6868160	     1273581	           0	     9122226	    55787736	           0	           0	    45141291	           0	      183907	    10205024	    56209721	   111997457	    36921759	    13534162	    13389264	    13050484	    21730020	    48169768	     9135908	           0	   107761597	           0	           0	    39786724	   147548321	   259545778
1102   	亞泥         	201703	     9575355	      334068	           0	    14086521	     2925635	           0	     6704386	           0	       18687	    44074607	      144779	    64670678	     1937126	    55331036	     4606824	      808900	    35313714	    54424152	   198481250	   242555857	    18938168	           0	      696268	     6474851	      524252	      433236	           0	      819722	    49363721	           0	    14089269	    30886822	      319121	      167839	     8035454	    54818688	   104182409	    33614472	     1167882	    14673903	    62120862	    15036856	    91831621	    -5393600	           0	   121220375	           0	           0	    17153073	   138373448	   242555857
1103   	嘉泥         	201703	     1338589	      372740	           0	      248670	       48484	      168636	      763887	           0	         881	     8299482	           0	      939820	           0	     1912432	           0	       83733	     8662892	     9568867	    17456338	    25755820	      233520	           0	       31830	      157861	      291105	      110359	           0	      709418	     1534639	           0	           0	     6037733	           0	       21261	     1230784	     7487697	     9022336	     7747805	      617579	     1981627	     3508335	     2734141	     8224103	     -454395	    -1149426	    14985666	           0	           0	     1747818	    16733484	    25755820
1101   	台泥         	201706	    25529191	      147673	           0	    20653913	     1055251	       23976	     9360034	           0	           0	    79333009	           0	     7460840	           0	    96760640	    20527954	           0	     6059390	    52890042	   182819081	   262152090	    21669150	           0	     3706791	     7466214	    12513721	      997897	           0	    12196596	    63839647	           0	           0	    41947717	           0	      160030	    10242024	    52947040	   116786687	    36921759	    13534162	    14025109	    13050484	    17890231	    44965824	    10750464	           0	   106172209	           0	           0	    39193194	   145365403	   262152090
1102   	亞泥         	201706	     9800773	      347692	           0	    14580025	     5037187	           0	     7297334	           0	       17646	    53104700	      146157	    63488306	     1943780	    55206487	     4675930	      804766	    35564304	    51561521	   194722618	   247827318	    20940641	           0	      658878	     6836313	     3963809	      356846	           0	     6957401	    61225180	           0	    10000000	    29136084	      321949	      167702	     8041075	    48981669	   110206849	    33614472	     1167449	    15068480	    63001881	    12341358	    90411719	    -4806460	           0	   120387180	           0	           0	    17233289	   137620469	   247827318
1103   	嘉泥         	201706	     1012750	      362342	           0	      167247	       60207	      180544	      806279	           0	         881	     8190702	           0	      971552	           0	     2945366	           0	       87717	     7570308	     8480470	    19407872	    27598574	      322960	           0	       30545	      212189	      469660	       41628	           0	      724118	     1801802	           0	           0	     5770826	           0	       20518	     1252301	     7228444	     9030246	     7747805	      617579	     1984116	     2451573	     3644048	     8079737	     1448902	    -1149426	    16744597	           0	           0	     1823731	    18568328	    27598574
1101   	台泥         	201709	    26608300	      147571	           0	    22806321	      624840	           0	     9493855	           0	           0	    85320202	           0	     7808566	           0	    96681867	    20695038	           0	     6065297	    52781602	   184137694	   269457896	    24346180	           0	     4396158	     8041997	     7334015	      811229	           0	    12176652	    65268003	           0	           0	    40246010	           0	      160052	    10282372	    51223324	   116491327	    36921759	    13535897	    14025109	    13050484	    19857088	    46932681	    14831885	           0	   112222222	           0	           0	    40744347	   152966569	   269457896
1102   	亞泥         	201709	     7620224	      318051	           0	    16514884	     3187127	           0	     7015558	           0	       24117	    47911706	      149545	    64480953	     1955331	    54768931	     4730917	      526081	    35688098	    51559610	   198340284	   246251990	    20430084	           0	     1070301	     6586311	      551195	      432226	           0	     7573336	    53007414	           0	    10000000	    29369613	      325971	      168066	     8064214	    49216659	   102224073	    33614472	     1168417	    15068480	    63001881	    14265031	    92335392	     -835250	           0	   126283031	           0	           0	    17744886	   144027917	   246251990
1103   	嘉泥         	201709	     1084896	      409954	           0	      556467	       52102	      151938	      784429	           0	        1418	     8486539	           0	      986424	           0	     2893155	           0	       80917	     7562107	     8091384	    19120776	    27607315	      705957	           0	       30352	      244831	      180930	       34696	           0	      669024	     1866524	           0	           0	     5484765	           0	       19769	     1253446	     6950994	     8817518	     7747805	      641493	     1984116	     2451573	     3701724	     8137413	     1569841	    -1149426	    16947126	           0	           0	     1842671	    18789797	    27607315
1101   	台泥         	201712	    26331218	      147049	           0	    27306164	      751932	           0	     8354522	           0	           0	    92719914	           0	     7940701	           0	    94709404	    20852624	      828101	     6374920	    51467548	   179837135	   272557049	    20314112	           0	     4548755	     7789179	     8839408	     1651042	           0	    13910242	    65192960	           0	           0	    43494968	           0	      211697	    10397776	    54716873	   119909833	    42465090	    25739065	    14025109	    13049635	    21944766	    49019510	    19124539	           0	   136348204	           0	           0	    16299012	   152647216	   272557049
1102   	亞泥         	201712	     7739492	      322080	           0	    18266303	     3042831	           0	     6572982	           0	       23145	    50262702	      150549	    64859378	     1959002	    53738838	     4552561	      564185	    35745411	    51603787	   196801646	   247064348	    18410863	           0	      816299	     7659237	      535775	     1155972	           0	     9197457	    53948167	           0	    10000000	    27277821	      451056	      193291	     8100162	    47319817	   101267984	    33614472	     1168692	    15068480	    63001957	    16125837	    94196274	    -1543873	           0	   127435565	           0	           0	    18360799	   145796364	   247064348
1103   	嘉泥         	201712	     1803189	      507148	           0	      206738	       65394	      151173	      713317	           0	        5547	     9106166	           0	      909776	           0	     2852330	           0	      120293	     7555039	     7774499	    19211820	    28317986	     1027827	           0	       12526	      178127	      195663	       56753	           0	      706268	     2317056	           0	           0	     5185556	           0	       19853	     1308925	     6740090	     9057146	     7747805	      642168	     1984116	     2451573	     4638766	     9074455	     1196784	    -1149426	    17511786	           0	           0	     1749054	    19260840	    28317986
1101   	台泥         	201803	    24192833	      550256	           0	    28282026	      559495	           0	     9209460	           0	           0	    75261374	           0	     8855843	           0	    95243836	    21011468	           0	     6376977	    52493780	   207827210	   283088584	    16837620	           0	     4691913	     7601638	     8102859	     1709075	           0	     8754600	    53357480	           0	           0	    52047073	           0	      206439	    11168709	    63969234	   117326714	    42465090	    25870809	    14025109	    13049392	    24796287	    51870788	    29549421	     -218166	   149537942	           0	           0	    16223928	   165761870	   283088584
1102   	亞泥         	201803	    10204539	     6313369	           0	    18760026	     3053929	           0	     7611168	           0	       20221	    54268970	      159727	    66380908	     1973844	    53494908	     4591385	      760333	    35777621	    51464037	   195630899	   249899869	    20089494	           0	      664006	     7540907	      553729	     1099753	           0	     5125291	    50810456	           0	    10000000	    30288540	      609937	      173962	     8134285	    50455950	   101266406	    33614472	     1168705	    15068480	    63001957	    19736252	    97806689	    -3053056	           0	   129536810	           0	           0	    19096653	   148633463	   249899869
1103   	嘉泥         	201803	     1498081	     1770851	           0	      184311	       68382	      152448	      712724	           0	        5552	     9415913	           0	      910770	           0	     3077365	           0	      111798	     7600808	     7832356	    20078930	    29494843	     1219388	           0	        9712	      181880	      167575	       52481	           0	      720896	     2707627	           0	           0	     5185650	           0	       15475	     1333662	     6759092	     9466719	     7747805	      643184	     1984116	     2451573	     5076119	     9511808	     1461308	    -1149426	    18214679	           0	           0	     1813445	    20028124	    29494843
1101   	台泥         	201806	    45981224	      623614	           0	    32772358	      997233	           0	     8925428	           0	           0	   101149991	           0	     9386559	           0	    93704491	    20837342	           0	     6355105	    51577387	   208752201	   309902192	    20523737	           0	     5158993	     9369569	    16443770	     2049322	           0	     6571931	    65772816	           0	    11976044	    54040763	           0	      206035	    11196189	    77912234	   143685050	    46705599	    26109830	    14784534	    13049062	    20500379	    48333975	    30338467	     -218166	   151269705	           0	           0	    14947437	   166217142	   309902192
1102   	亞泥         	201806	     9127324	     6263957	           0	    21451946	     5876845	           0	     8087115	           0	       24070	    59629423	      159647	    67154302	     1992126	    52295311	     4532916	      434961	    35800871	    51306590	   199015118	   258644541	    20615713	           0	      915303	     7520462	     4873416	      965380	           0	     6510309	    60768830	           0	     6000000	    27080231	      681322	      174274	     8278961	    43439965	   104208795	    33614472	     1174559	    15615380	    63945145	    18535290	    98095815	     2198090	           0	   135082936	           0	           0	    19352810	   154435746	   258644541
1103   	嘉泥         	201806	     2043546	     1639359	           0	      215475	       94418	      150450	      733897	      675947	        5354	    10750140	           0	      909213	           0	     2754706	           0	      101695	     7591288	     7706377	    20778489	    31528629	     1563522	           0	        7639	      209172	      586068	       50547	      166649	      723464	     3390580	           0	           0	     5139112	           0	       14659	     1336757	     6809571	    10200151	     7747805	      643184	     2073636	     2346051	     4951542	     9371229	     2867923	    -1149426	    19480715	           0	           0	     1847763	    21328478	    31528629
1101   	台泥         	201809	    42980849	      600410	           0	    35272762	      750387	      511421	     9012327	           0	           0	   102799758	           0	     9491833	           0	    91303900	    20240191	           0	     6349743	    50356629	   205569803	   308369561	    22471574	           0	     5850094	     7961973	     8142087	     2545873	           0	     9302047	    62799418	           0	    11976444	    36055682	           0	      205696	    11201166	    59918818	   122718236	    51080599	    38546478	    14784534	    13049062	    26434317	    54267913	    26446314	     -218166	   170123138	           0	           0	    15528187	   185651325	   308369561
1102   	亞泥         	201809	    16170969	     9981555	           0	    22525134	     3245489	           0	     8319891	           0	       28074	    77813852	       18957	    69007787	     2775653	    49846224	     4359065	      461077	    35815721	    51203332	   199296056	   277109908	    25172614	      231290	     1280434	     7621407	      551958	     1085134	           0	     8665405	    67123097	           0	    12170701	    29188663	      681087	      174605	     8513048	    51921314	   119044411	    33614472	     1360202	    15615380	    63945145	    21600595	   101161120	     2082107	           0	   138217901	           0	           0	    19847596	   158065497	   277109908
1103   	嘉泥         	201809	     2018432	     1967767	           0	      235787	       57096	      150790	      742737	      479000	        5354	    11158180	           0	      908147	           0	     2713838	           0	      132454	     7604244	     7712016	    21409276	    32567456	      843000	           0	        9180	      189995	      161118	       36083	      384398	      320000	     2073517	           0	           0	     6141202	           0	       13876	     1326480	     7835606	     9909123	     7747805	      703509	     2073636	     2346051	     5435392	     9855079	     3568107	    -1149426	    20725074	           0	           0	     1933259	    22658333	    32567456
1101   	台泥         	201812	    48507889	      549838	           0	    38236336	      979914	           0	     9464303	           0	           0	   110380695	      470199	    46247974	           0	    91093825	    20427352	      708612	     6344460	    48964292	   233704423	   344085118	    26226051	      139460	     5114644	     7808921	    11683170	     4090640	           0	     1923945	    64503844	           0	    22777693	    24631973	           0	      210515	    11326154	    82201818	   146705662	    53080599	    47836241	    14784534	    13049062	    33755165	    61588761	    19038454	       -2545	   181541510	           0	           0	    15837946	   197379456	   344085118
