公司	簡稱	年/月	  現金及約當現金	  透過損益按公允價值衡量之金融資產－流動	  合約資產－流動	  應收帳款及票據	  其他應收款	  資金貸予他人－流動	  存貨	  待出售非流動資產	  當期所得稅資產－流動	流動資產	  按攤銷後成本衡量之金融資產－非流動	  採權益法之長期股權投資	  預付投資款	  不動產廠房及設備	  商譽及無形資產合計	    遞延所得稅資產	    投資性不動產淨額	  其他非流動資產	非流動資產	資產總額	  短期借款	  透過損益按公允價值衡量之金融負債－流動	  合約負債－流動	  應付帳款及票據	  其他應付款	  當期所得稅負債	  與待出售非流動資產直接相關之負債	  一年內到期長期負債	流動負債	  透過損益按公允價值衡量之金融負債－非流動	  應付公司債－非流動	  銀行借款－非流動	  負債準備－非流動	  應計退休金負債	  遞延所得稅	非流動負債	負債總額	  股本	  資本公積合計	    法定盈餘公積	    特別盈餘公積	    未分配盈餘	  保留盈餘	  其他權益	  庫藏股票帳面值	母公司股東權益合計	共同控制下前手權益	合併前非屬共同控制股權	非控制權益	股東權益總額	負債及股東權益總額
1102   	亞泥         	201812	    14929411	     9046583	      147528	    23156323	     2964751	           0	     9804276	           0	       15901	    80358506	       14642	    78846276	     2042722	    52549341	     3694783	      436238	    35965203	    51460747	   198829492	   279187998	    24805239	      268218	      806927	     8278934	      566027	     2181268	           0	     7285012	    62804294	           0	    12192567	    33593896	      679377	      185107	     9365429	    57335358	   120139652	    33614472	     1362554	    15615380	    63945145	    20358461	    99918986	     2996214	           0	   137892226	           0	           0	    21156120	   159048346	   279187998
1103   	嘉泥         	201812	     1969663	     1860278	           0	      305548	       42412	      149600	      694144	      483105	        5427	    11150914	           0	      866466	           0	     3467524	           0	      129228	     7559949	     7670905	    20834715	    31985629	      821280	           0	       10050	      202582	      591866	       57942	      653859	      519000	     3195396	           0	           0	     6090037	           0	       12620	     1404167	     7870414	    11065810	     7747805	      703931	     2073636	     2346051	     5252354	     9672041	     2082579	    -1186544	    19019812	           0	           0	     1900007	    20919819	    31985629
1101   	台泥         	201903	    57474854	      520052	           0	    36091949	      953084	           0	    10077503	           0	           0	   120649402	      497859	    47175766	           0	    91816496	    20698252	           0	     6339107	    53446113	   244875629	   365525031	    42215791	       46826	     4998875	     7844113	    10144147	     3456611	           0	       78667	    76865453	           0	    22865233	    18977703	           0	       93249	    11391839	    78503617	   155369070	    53080599	    47956296	    14784534	    13049062	    37706966	    65540562	    27556827	       -2545	   194131739	           0	           0	    16024222	   210155961	   365525031
1102   	亞泥         	201903	    15997962	    10193951	      101860	    22433509	     1196319	           0	     9550281	           0	       26087	    81800166	       14796	    82705156	     2045620	    53002994	     3755002	      427930	    36008823	    52840149	   205109385	   286909551	    24635036	      201774	     1105170	     7791709	      560510	     1343655	           0	     9419977	    62633524	           0	    12214510	    33223494	      682791	      186900	     9382500	    58305961	   120939485	    33614472	     1444920	    15615380	    63945145	    23142730	   102703255	     5792784	           0	   143555431	           0	           0	    22414635	   165970066	   286909551
1103   	嘉泥         	201903	     1271833	     1849747	           0	      206246	       51399	      126327	        9209	      494094	        5420	    10174827	           0	     2545769	           0	     3800299	           0	      101092	     6237384	     8217961	    24261266	    34436093	      843490	           0	        9397	      174657	      132636	       59812	      748831	      877900	     3121579	           0	           0	     6120345	           0	        5255	     1402371	     9690472	    12812051	     7747805	      728856	     2073636	     2346051	     5502825	     9922512	     3523028	    -1096783	    20825418	           0	           0	      798624	    21624042	    34436093
1101   	台泥         	201906	    61818117	      536199	           0	    35342316	     1918580	           0	     9183065	           0	           0	   124156318	           0	    47469904	           0	    91597324	    20452194	           0	     6333976	    57338457	   248989967	   373146285	    34510317	        8537	     4546024	     8445658	    26241689	     2205322	           0	       70667	    82156400	           0	    35516276	    20515893	           0	       73891	    11461375	    92729760	   174886160	    56656192	    47960476	    16902616	    13049062	    22368762	    52320440	    27398558	     -329251	   184006415	           0	           0	    14253710	   198260125	   373146285
1102   	亞泥         	201906	    16380115	     8896166	      103703	    21715272	     5142061	           0	     9111770	           0	       11388	    91145606	       14716	    81960550	     2049803	    52874629	     3702347	      431661	    36050966	    52745120	   204594439	   295740045	    25207257	      126009	     1056550	     8395379	    10259508	     1308837	           0	     8558217	    69288765	           0	    18736531	    32073521	      688765	      179018	     9401078	    63804993	   133093758	    33614472	     1444931	    16727089	    64463426	    18320923	    99511438	     6244236	           0	   140815077	           0	           0	    21831210	   162646287	   295740045
1103   	嘉泥         	201906	     1465282	     1654330	           0	      187176	      115009	      129137	       55371	       44720	        5447	    10626796	           0	     2615402	           0	     4276208	           0	       98079	     6254707	     8268991	    25917707	    36544503	     1103580	           0	       12728	      171862	      968467	       21485	      400313	     1094400	     4058567	           0	           0	     6111931	           0	        5182	     1507502	     9673451	    13732018	     7747805	      728856	     2143611	     2346051	     5262995	     9752657	     4868559	    -1096783	    22001094	           0	           0	      811391	    22812485	    36544503
1101   	台泥         	201909	    46970348	      486994	           0	    39030081	     1544673	           0	     9545675	           0	           0	   113084223	           0	    47597673	           0	    90649035	    19894226	           0	     6328556	    55811682	   245338024	   358422247	    36935736	        4940	     5920047	     8208655	     8668744	     2771720	           0	      700757	    69707934	           0	    35607642	    28742895	           0	       73208	    11430615	    90314401	   160022335	    56656192	    48305425	    16902616	    13049062	    28906309	    58857987	    20220735	     -348959	   183691380	           0	           0	    14708532	   198399912	   358422247
1102   	亞泥         	201909	    19051331	     4448739	       66152	    21767037	     1218352	           0	     8438929	           0	       12315	    86685200	       20233	    82901375	     2051489	    50983307	     3629714	      482257	    36127211	    52515531	   203707469	   290392669	    23456510	      269179	     1591789	     8006207	      546733	     1683404	           0	    13428141	    64962584	           0	    19258630	    27336774	      691565	      179282	     9646424	    59751391	   124713975	    33614472	     1445214	    16727089	    64461249	    22708924	   103897262	     4243580	           0	   143200528	           0	           0	    22478166	   165678694	   290392669
1103   	嘉泥         	201909	     1980047	     1563377	           0	      232097	       82703	      117128	       52817	       43439	        5461	    10609246	           0	     2597763	           0	     4798054	           0	      121091	     6262493	     8287841	    25389351	    35998597	      772340	           0	        8375	      198839	      144487	       32780	      388844	     1059907	     2942882	           0	           0	     6611595	           0	        5107	     1503846	    10356227	    13299109	     7747805	      846032	     2143611	     2346051	     6357643	    10847305	     3535723	    -1096783	    21880082	           0	           0	      819406	    22699488	    35998597
1101   	台泥         	201912	    53572620	      502005	           0	    40396720	     1302351	           0	     8132977	           0	           0	   118145990	      984716	    47631870	           0	    89881319	    19656118	      631063	     6322209	    54430970	   249336395	   367482385	    30445048	           0	     5041554	     7427013	    11225404	     4443343	           0	     1624138	    66532743	           0	    35699778	    30553035	           0	       97401	    11588934	    92487775	   159020518	    56656192	    48015947	    16902616	    13049062	    35674355	    65626033	    23734855	     -348959	   193684068	           0	           0	    14777799	   208461867	   367482385
1102   	亞泥         	201912	    24735495	     4728223	       68412	    22122290	      481800	           0	     7789794	           0	        6785	    89242066	       36064	    84412240	     1437673	    50681281	     7000317	      474929	    36176439	    52301804	   208036446	   297278512	    23811603	      112070	     1063408	    13523769	      542220	     2957672	           0	    13151315	    74335619	           0	    19280807	    20820990	      715432	      164208	     9991422	    53493855	   127829474	    33614472	     1456054	    16727089	    64463426	    27373840	   108564355	     2432477	           0	   146067358	           0	           0	    23381680	   169449038	   297278512
1103   	嘉泥         	201912	     2066897	     1619603	           0	      231606	      412826	      115885	       44910	       42537	         775	    10657604	           0	     2649668	           0	     6535574	        5518	      160635	     6230263	     8163457	    28063030	    38720634	      800600	           0	       50838	      197024	      830712	       53677	      380771	      983678	     3700460	           0	           0	     7553594	           0	        3208	     1511484	    11343949	    15044409	     7747805	      847377	     2143611	     2346051	     6171113	    10660775	     4654268	    -1096783	    22813442	           0	           0	      862783	    23676225	    38720634
